exec_ts,product_delivery,side,qty_mw,price
2025-06-11 23:30:00+00:00,2025-06-12 10:00:00+00:00,BUY,10.0,19.16
2025-06-12 00:30:00+00:00,2025-06-12 11:00:00+00:00,BUY,10.0,14.89
2025-06-12 01:00:00+00:00,2025-06-12 10:00:00+00:00,SELL,10.0,27.15
2025-06-12 03:45:00+00:00,2025-06-12 11:00:00+00:00,SELL,10.0,28.96
2025-06-12 11:00:00+00:00,2025-06-12 20:00:00+00:00,BUY,10.0,26.22
2025-06-12 11:45:00+00:00,2025-06-12 20:00:00+00:00,SELL,10.0,30.93
2025-06-12 12:30:00+00:00,2025-06-12 23:00:00+00:00,BUY,10.0,17.31
2025-06-12 14:00:00+00:00,2025-06-12 23:00:00+00:00,SELL,10.0,23.64
2025-06-12 17:30:00+00:00,2025-06-13 04:00:00+00:00,BUY,10.0,33.99
2025-06-12 18:45:00+00:00,2025-06-13 04:00:00+00:00,SELL,10.0,35.19
2025-06-13 05:30:00+00:00,2025-06-13 16:00:00+00:00,BUY,10.0,20.85
2025-06-13 06:45:00+00:00,2025-06-13 16:00:00+00:00,SELL,10.0,27.98
2025-06-13 07:30:00+00:00,2025-06-13 18:00:00+00:00,BUY,10.0,51.41
2025-06-13 08:30:00+00:00,2025-06-13 18:00:00+00:00,SELL,10.0,51.81
2025-06-14 12:30:00+00:00,2025-06-14 23:00:00+00:00,BUY,10.0,22.41
2025-06-14 13:30:00+00:00,2025-06-15 00:00:00+00:00,BUY,10.0,4.72
2025-06-14 13:30:00+00:00,2025-06-14 23:00:00+00:00,SELL,10.0,25.39
2025-06-14 14:45:00+00:00,2025-06-15 00:00:00+00:00,SELL,10.0,21.88
2025-06-14 17:30:00+00:00,2025-06-15 04:00:00+00:00,BUY,10.0,18.97
2025-06-14 18:30:00+00:00,2025-06-15 05:00:00+00:00,BUY,10.0,27.9
2025-06-14 19:00:00+00:00,2025-06-15 04:00:00+00:00,SELL,10.0,28.12
2025-06-14 19:30:00+00:00,2025-06-15 06:00:00+00:00,BUY,10.0,29.67
2025-06-14 20:00:00+00:00,2025-06-15 05:00:00+00:00,SELL,10.0,31.31
2025-06-14 20:30:00+00:00,2025-06-15 07:00:00+00:00,BUY,10.0,20.83
2025-06-14 21:00:00+00:00,2025-06-15 06:00:00+00:00,SELL,10.0,34.95
2025-06-14 22:15:00+00:00,2025-06-15 07:00:00+00:00,SELL,10.0,26.5
2025-06-14 22:30:00+00:00,2025-06-15 09:00:00+00:00,BUY,10.0,13.07
2025-06-14 23:45:00+00:00,2025-06-15 09:00:00+00:00,SELL,10.0,22.88
2025-06-15 01:30:00+00:00,2025-06-15 12:00:00+00:00,BUY,10.0,-74.54
2025-06-15 02:30:00+00:00,2025-06-15 13:00:00+00:00,BUY,10.0,5.15
2025-06-15 03:00:00+00:00,2025-06-15 12:00:00+00:00,SELL,10.0,-31.83
2025-06-15 03:30:00+00:00,2025-06-15 14:00:00+00:00,BUY,10.0,-46.95
2025-06-15 03:45:00+00:00,2025-06-15 13:00:00+00:00,SELL,10.0,23.14
2025-06-15 05:15:00+00:00,2025-06-15 14:00:00+00:00,SELL,10.0,8.58
2025-06-15 05:30:00+00:00,2025-06-15 16:00:00+00:00,BUY,10.0,15.32
2025-06-15 06:30:00+00:00,2025-06-15 17:00:00+00:00,BUY,10.0,26.78
2025-06-15 06:45:00+00:00,2025-06-15 16:00:00+00:00,SELL,10.0,27.63
2025-06-15 07:30:00+00:00,2025-06-15 18:00:00+00:00,BUY,10.0,31.58
2025-06-15 07:45:00+00:00,2025-06-15 17:00:00+00:00,SELL,10.0,30.14
2025-06-15 08:30:00+00:00,2025-06-15 19:00:00+00:00,BUY,10.0,27.63
2025-06-15 09:15:00+00:00,2025-06-15 18:00:00+00:00,SELL,10.0,35.9
2025-06-15 09:30:00+00:00,2025-06-15 20:00:00+00:00,BUY,10.0,17.62
2025-06-15 10:00:00+00:00,2025-06-15 19:00:00+00:00,SELL,10.0,34.08
2025-06-15 10:30:00+00:00,2025-06-15 21:00:00+00:00,BUY,10.0,24.24
2025-06-15 11:00:00+00:00,2025-06-15 20:00:00+00:00,SELL,10.0,24.57
2025-06-15 12:00:00+00:00,2025-06-15 21:00:00+00:00,SELL,10.0,30.52
2025-06-15 12:30:00+00:00,2025-06-15 23:00:00+00:00,BUY,10.0,-10.8
2025-06-15 14:00:00+00:00,2025-06-15 23:00:00+00:00,SELL,10.0,29.55
2025-06-17 17:30:00+00:00,2025-06-18 04:00:00+00:00,SELL,10.0,43.45
2025-06-17 18:30:00+00:00,2025-06-18 05:00:00+00:00,SELL,10.0,41.6
2025-06-17 18:45:00+00:00,2025-06-18 04:00:00+00:00,BUY,10.0,41.54
2025-06-17 19:45:00+00:00,2025-06-18 05:00:00+00:00,BUY,10.0,37.61
2025-06-17 23:30:00+00:00,2025-06-18 10:00:00+00:00,SELL,10.0,36.18
2025-06-18 01:00:00+00:00,2025-06-18 10:00:00+00:00,BUY,10.0,34.93
2025-06-26 19:45:00+00:00,2025-06-27 05:00:00+00:00,BUY,10.0,39.43
2025-06-26 20:45:00+00:00,2025-06-27 05:00:00+00:00,SELL,10.0,42.89
2025-06-27 04:00:00+00:00,2025-06-27 13:00:00+00:00,BUY,10.0,27.83
2025-06-27 04:45:00+00:00,2025-06-27 13:00:00+00:00,SELL,10.0,30.47
2025-06-27 05:15:00+00:00,2025-06-27 14:00:00+00:00,BUY,10.0,27.21
2025-06-27 05:45:00+00:00,2025-06-27 14:00:00+00:00,SELL,10.0,31.48
2025-06-27 06:00:00+00:00,2025-06-27 15:00:00+00:00,BUY,10.0,29.51
2025-06-27 06:45:00+00:00,2025-06-27 15:00:00+00:00,SELL,10.0,32.96
2025-06-27 07:00:00+00:00,2025-06-27 16:00:00+00:00,BUY,10.0,34.21
2025-06-27 07:45:00+00:00,2025-06-27 16:00:00+00:00,SELL,10.0,37.61
2025-06-27 13:15:00+00:00,2025-06-27 22:00:00+00:00,BUY,10.0,36.6
2025-06-27 13:45:00+00:00,2025-06-27 22:00:00+00:00,SELL,10.0,40.92
2025-06-27 14:30:00+00:00,2025-06-28 01:00:00+00:00,SELL,10.0,39.11
2025-06-27 15:45:00+00:00,2025-06-28 01:00:00+00:00,BUY,10.0,36.71
2025-06-27 22:30:00+00:00,2025-06-28 09:00:00+00:00,SELL,10.0,43.3
2025-06-27 23:30:00+00:00,2025-06-28 09:00:00+00:00,BUY,10.0,45.19
2025-06-28 04:30:00+00:00,2025-06-28 15:00:00+00:00,SELL,10.0,31.35
2025-06-28 05:30:00+00:00,2025-06-28 15:00:00+00:00,BUY,10.0,29.64
2025-06-28 09:15:00+00:00,2025-06-28 18:00:00+00:00,BUY,10.0,52.16
2025-06-28 09:45:00+00:00,2025-06-28 18:00:00+00:00,SELL,10.0,55.67
2025-06-28 15:30:00+00:00,2025-06-29 02:00:00+00:00,SELL,10.0,46.49
2025-06-28 17:45:00+00:00,2025-06-29 02:00:00+00:00,BUY,10.0,43.63
2025-07-02 17:30:00+00:00,2025-07-03 04:00:00+00:00,SELL,10.0,50.02
2025-07-02 18:30:00+00:00,2025-07-03 04:00:00+00:00,BUY,10.0,45.58
2025-07-03 06:30:00+00:00,2025-07-03 17:00:00+00:00,SELL,10.0,52.72
2025-07-03 08:00:00+00:00,2025-07-03 17:00:00+00:00,BUY,10.0,46.86
2025-07-04 14:15:00+00:00,2025-07-04 23:00:00+00:00,BUY,10.0,35.32
2025-07-04 15:30:00+00:00,2025-07-04 23:00:00+00:00,SELL,10.0,41.77
2025-07-04 16:30:00+00:00,2025-07-05 03:00:00+00:00,SELL,10.0,55.27
2025-07-04 17:45:00+00:00,2025-07-05 03:00:00+00:00,BUY,10.0,48.94
2025-07-05 00:30:00+00:00,2025-07-05 11:00:00+00:00,SELL,10.0,48.16
2025-07-05 01:45:00+00:00,2025-07-05 11:00:00+00:00,BUY,10.0,48.36
2025-07-05 11:30:00+00:00,2025-07-05 22:00:00+00:00,SELL,10.0,54.13
2025-07-05 13:00:00+00:00,2025-07-05 22:00:00+00:00,BUY,10.0,48.61
2025-07-06 15:00:00+00:00,2025-07-07 00:00:00+00:00,SELL,10.0,39.08
2025-07-06 17:00:00+00:00,2025-07-07 02:00:00+00:00,SELL,10.0,44.15
2025-07-06 17:45:00+00:00,2025-07-07 02:00:00+00:00,BUY,10.0,38.67
2025-07-06 18:00:00+00:00,2025-07-07 00:00:00+00:00,BUY,10.0,29.36
2025-07-06 23:15:00+00:00,2025-07-07 08:00:00+00:00,SELL,10.0,60.09
2025-07-07 00:00:00+00:00,2025-07-07 08:00:00+00:00,BUY,10.0,48.62
2025-07-07 04:00:00+00:00,2025-07-07 13:00:00+00:00,SELL,10.0,41.49
2025-07-07 04:45:00+00:00,2025-07-07 13:00:00+00:00,BUY,10.0,33.54
2025-07-07 09:45:00+00:00,2025-07-07 19:00:00+00:00,SELL,10.0,54.13
2025-07-07 10:45:00+00:00,2025-07-07 19:00:00+00:00,BUY,10.0,49.13
2025-07-07 11:00:00+00:00,2025-07-07 20:00:00+00:00,SELL,10.0,51.8
2025-07-07 11:45:00+00:00,2025-07-07 20:00:00+00:00,BUY,10.0,44.53
2025-07-07 14:00:00+00:00,2025-07-07 23:00:00+00:00,SELL,10.0,36.07
2025-07-07 14:45:00+00:00,2025-07-07 23:00:00+00:00,BUY,10.0,33.52
2025-07-08 18:00:00+00:00,2025-07-09 03:00:00+00:00,SELL,10.0,43.98
2025-07-08 18:45:00+00:00,2025-07-09 03:00:00+00:00,BUY,10.0,39.59
2025-07-09 14:30:00+00:00,2025-07-10 01:00:00+00:00,SELL,10.0,48.42
2025-07-09 15:30:00+00:00,2025-07-10 02:00:00+00:00,SELL,10.0,41.76
2025-07-09 15:45:00+00:00,2025-07-10 01:00:00+00:00,BUY,10.0,42.89
2025-07-09 16:30:00+00:00,2025-07-10 02:00:00+00:00,BUY,10.0,38.94
2025-07-09 16:30:00+00:00,2025-07-10 03:00:00+00:00,SELL,10.0,37.41
2025-07-09 17:30:00+00:00,2025-07-10 03:00:00+00:00,BUY,10.0,35.24
2025-07-09 18:15:00+00:00,2025-07-10 03:00:00+00:00,BUY,10.0,33.79
2025-07-09 18:30:00+00:00,2025-07-10 05:00:00+00:00,SELL,10.0,47.71
2025-07-09 18:45:00+00:00,2025-07-10 03:00:00+00:00,SELL,10.0,37.33
2025-07-09 19:30:00+00:00,2025-07-10 05:00:00+00:00,BUY,10.0,45.86
2025-07-10 05:15:00+00:00,2025-07-10 14:00:00+00:00,BUY,10.0,24.61
2025-07-10 05:45:00+00:00,2025-07-10 14:00:00+00:00,SELL,10.0,26.1
2025-07-10 07:30:00+00:00,2025-07-10 18:00:00+00:00,SELL,10.0,55.48
2025-07-10 08:30:00+00:00,2025-07-10 18:00:00+00:00,BUY,10.0,50.6
2025-07-10 11:30:00+00:00,2025-07-10 22:00:00+00:00,SELL,10.0,38.06
2025-07-10 12:30:00+00:00,2025-07-10 22:00:00+00:00,BUY,10.0,36.42
2025-07-10 13:00:00+00:00,2025-07-10 22:00:00+00:00,BUY,10.0,35.7
2025-07-10 13:45:00+00:00,2025-07-10 22:00:00+00:00,SELL,10.0,37.66
2025-07-13 15:30:00+00:00,2025-07-14 02:00:00+00:00,BUY,10.0,35.55
2025-07-13 17:45:00+00:00,2025-07-14 02:00:00+00:00,SELL,10.0,35.39
2025-07-13 20:30:00+00:00,2025-07-14 07:00:00+00:00,BUY,10.0,41.45
2025-07-13 21:30:00+00:00,2025-07-14 08:00:00+00:00,BUY,10.0,45.47
2025-07-13 22:30:00+00:00,2025-07-14 09:00:00+00:00,BUY,10.0,41.86
2025-07-13 23:00:00+00:00,2025-07-14 07:00:00+00:00,SELL,10.0,44.46
2025-07-13 23:30:00+00:00,2025-07-14 08:00:00+00:00,SELL,10.0,45.83
2025-07-13 23:30:00+00:00,2025-07-14 10:00:00+00:00,BUY,10.0,34.46
2025-07-14 01:15:00+00:00,2025-07-14 09:00:00+00:00,SELL,10.0,42.48
2025-07-14 01:45:00+00:00,2025-07-14 10:00:00+00:00,SELL,10.0,39.91
2025-07-14 02:30:00+00:00,2025-07-14 13:00:00+00:00,BUY,10.0,36.25
2025-07-14 04:45:00+00:00,2025-07-14 13:00:00+00:00,SELL,10.0,35.78
2025-07-14 05:30:00+00:00,2025-07-14 16:00:00+00:00,BUY,10.0,38.18
2025-07-14 06:30:00+00:00,2025-07-14 17:00:00+00:00,BUY,10.0,47.3
2025-07-14 08:30:00+00:00,2025-07-14 16:00:00+00:00,SELL,10.0,43.29
2025-07-14 08:30:00+00:00,2025-07-14 19:00:00+00:00,BUY,10.0,49.56
2025-07-14 08:45:00+00:00,2025-07-14 17:00:00+00:00,SELL,10.0,50.72
2025-07-14 10:30:00+00:00,2025-07-14 20:00:00+00:00,BUY,10.0,39.0
2025-07-14 10:30:00+00:00,2025-07-14 21:00:00+00:00,BUY,10.0,45.34
2025-07-14 11:30:00+00:00,2025-07-14 19:00:00+00:00,SELL,10.0,54.42
2025-07-14 11:30:00+00:00,2025-07-14 22:00:00+00:00,BUY,10.0,42.11
2025-07-14 11:45:00+00:00,2025-07-14 20:00:00+00:00,SELL,10.0,42.48
2025-07-14 12:15:00+00:00,2025-07-14 21:00:00+00:00,SELL,10.0,45.83
2025-07-14 13:00:00+00:00,2025-07-14 22:00:00+00:00,SELL,10.0,42.46
2025-07-16 03:15:00+00:00,2025-07-16 12:00:00+00:00,BUY,10.0,120.27
2025-07-16 04:00:00+00:00,2025-07-16 12:00:00+00:00,SELL,10.0,122.25
2025-07-17 09:30:00+00:00,2025-07-17 20:00:00+00:00,BUY,10.0,53.28
2025-07-17 11:30:00+00:00,2025-07-17 20:00:00+00:00,SELL,10.0,60.19
2025-07-18 17:30:00+00:00,2025-07-19 04:00:00+00:00,BUY,10.0,53.93
2025-07-18 19:45:00+00:00,2025-07-19 04:00:00+00:00,SELL,10.0,65.28
2025-07-19 01:30:00+00:00,2025-07-19 11:00:00+00:00,BUY,10.0,36.98
2025-07-19 03:30:00+00:00,2025-07-19 11:00:00+00:00,SELL,10.0,46.62
2025-07-19 04:45:00+00:00,2025-07-19 14:00:00+00:00,BUY,10.0,32.04
2025-07-19 05:45:00+00:00,2025-07-19 14:00:00+00:00,SELL,10.0,37.64
2025-07-19 09:30:00+00:00,2025-07-19 20:00:00+00:00,BUY,10.0,55.79
2025-07-19 11:30:00+00:00,2025-07-19 20:00:00+00:00,SELL,10.0,65.57
2025-07-19 18:30:00+00:00,2025-07-20 05:00:00+00:00,SELL,10.0,53.18
2025-07-19 19:30:00+00:00,2025-07-20 05:00:00+00:00,BUY,10.0,50.16
2025-07-20 00:30:00+00:00,2025-07-20 11:00:00+00:00,SELL,10.0,29.55
2025-07-20 01:30:00+00:00,2025-07-20 12:00:00+00:00,SELL,10.0,32.05
2025-07-20 01:30:00+00:00,2025-07-20 11:00:00+00:00,BUY,10.0,30.2
2025-07-20 02:45:00+00:00,2025-07-20 12:00:00+00:00,BUY,10.0,31.36
2025-07-20 04:30:00+00:00,2025-07-20 15:00:00+00:00,SELL,10.0,36.68
2025-07-20 05:30:00+00:00,2025-07-20 15:00:00+00:00,BUY,10.0,40.14
2025-07-22 08:15:00+00:00,2025-07-22 17:00:00+00:00,SELL,10.0,57.66
2025-07-22 08:45:00+00:00,2025-07-22 17:00:00+00:00,BUY,10.0,51.94
2025-07-22 15:00:00+00:00,2025-07-23 00:00:00+00:00,BUY,10.0,37.61
2025-07-22 15:45:00+00:00,2025-07-23 00:00:00+00:00,SELL,10.0,41.6
2025-07-22 17:00:00+00:00,2025-07-23 02:00:00+00:00,BUY,10.0,42.37
2025-07-22 17:45:00+00:00,2025-07-23 02:00:00+00:00,SELL,10.0,46.03
2025-07-23 00:15:00+00:00,2025-07-23 09:00:00+00:00,BUY,10.0,37.28
2025-07-23 00:45:00+00:00,2025-07-23 09:00:00+00:00,SELL,10.0,41.37
2025-07-23 01:45:00+00:00,2025-07-23 11:00:00+00:00,BUY,10.0,30.85
