exec_ts,product_delivery,side,qty_mw,price
2025-01-11 19:15:00+00:00,2025-01-11 20:00:00+00:00,SELL,10.0,74.18
2025-01-11 20:15:00+00:00,2025-01-11 21:00:00+00:00,SELL,10.0,50.67
2025-01-12 04:30:00+00:00,2025-01-12 09:00:00+00:00,BUY,10.0,122.51
2025-01-12 08:15:00+00:00,2025-01-12 09:00:00+00:00,SELL,10.0,104.9
2025-01-12 13:30:00+00:00,2025-01-12 18:00:00+00:00,BUY,10.0,290.8
2025-01-12 17:15:00+00:00,2025-01-12 18:00:00+00:00,SELL,10.0,242.24
2025-01-15 20:30:00+00:00,2025-01-16 01:00:00+00:00,BUY,10.0,41.58
2025-01-15 22:30:00+00:00,2025-01-16 03:00:00+00:00,BUY,10.0,85.41
2025-01-15 23:30:00+00:00,2025-01-16 04:00:00+00:00,BUY,10.0,43.43
2025-01-16 00:15:00+00:00,2025-01-16 01:00:00+00:00,SELL,10.0,39.32
2025-01-16 00:30:00+00:00,2025-01-16 05:00:00+00:00,BUY,10.0,50.13
2025-01-16 01:30:00+00:00,2025-01-16 06:00:00+00:00,BUY,10.0,59.58
2025-01-16 02:15:00+00:00,2025-01-16 03:00:00+00:00,SELL,10.0,170.7
2025-01-16 02:30:00+00:00,2025-01-16 07:00:00+00:00,BUY,10.0,59.25
2025-01-16 03:15:00+00:00,2025-01-16 04:00:00+00:00,SELL,10.0,42.07
2025-01-16 03:30:00+00:00,2025-01-16 08:00:00+00:00,BUY,10.0,84.88
2025-01-16 04:15:00+00:00,2025-01-16 05:00:00+00:00,SELL,10.0,47.4
2025-01-16 04:30:00+00:00,2025-01-16 09:00:00+00:00,BUY,10.0,67.34
2025-01-16 05:15:00+00:00,2025-01-16 06:00:00+00:00,SELL,10.0,55.12
2025-01-16 05:30:00+00:00,2025-01-16 10:00:00+00:00,BUY,10.0,140.37
2025-01-16 06:15:00+00:00,2025-01-16 07:00:00+00:00,SELL,10.0,125.82
2025-01-16 06:30:00+00:00,2025-01-16 11:00:00+00:00,BUY,10.0,-26.77
2025-01-16 07:15:00+00:00,2025-01-16 08:00:00+00:00,SELL,10.0,182.75
2025-01-16 07:30:00+00:00,2025-01-16 12:00:00+00:00,BUY,10.0,45.88
2025-01-16 08:15:00+00:00,2025-01-16 09:00:00+00:00,SELL,10.0,60.29
2025-01-16 08:30:00+00:00,2025-01-16 13:00:00+00:00,BUY,10.0,43.82
2025-01-16 09:15:00+00:00,2025-01-16 10:00:00+00:00,SELL,10.0,135.63
2025-01-16 09:30:00+00:00,2025-01-16 14:00:00+00:00,BUY,10.0,89.92
2025-01-16 10:15:00+00:00,2025-01-16 11:00:00+00:00,SELL,10.0,33.49
2025-01-16 10:30:00+00:00,2025-01-16 15:00:00+00:00,BUY,10.0,49.1
2025-01-16 11:15:00+00:00,2025-01-16 12:00:00+00:00,SELL,10.0,44.23
2025-01-16 11:30:00+00:00,2025-01-16 16:00:00+00:00,BUY,10.0,53.57
2025-01-16 12:15:00+00:00,2025-01-16 13:00:00+00:00,SELL,10.0,40.56
2025-01-16 12:30:00+00:00,2025-01-16 17:00:00+00:00,BUY,10.0,62.13
2025-01-16 13:15:00+00:00,2025-01-16 14:00:00+00:00,SELL,10.0,85.64
2025-01-16 13:30:00+00:00,2025-01-16 18:00:00+00:00,BUY,10.0,-19.47
2025-01-16 14:15:00+00:00,2025-01-16 15:00:00+00:00,SELL,10.0,45.54
2025-01-16 14:30:00+00:00,2025-01-16 19:00:00+00:00,BUY,10.0,52.29
2025-01-16 15:15:00+00:00,2025-01-16 16:00:00+00:00,SELL,10.0,48.91
2025-01-16 15:30:00+00:00,2025-01-16 20:00:00+00:00,BUY,10.0,44.08
2025-01-16 16:15:00+00:00,2025-01-16 17:00:00+00:00,SELL,10.0,55.57
2025-01-16 16:30:00+00:00,2025-01-16 21:00:00+00:00,BUY,10.0,116.33
2025-01-16 17:15:00+00:00,2025-01-16 18:00:00+00:00,SELL,10.0,-20.74
2025-01-16 17:30:00+00:00,2025-01-16 22:00:00+00:00,BUY,10.0,41.53
2025-01-16 18:15:00+00:00,2025-01-16 19:00:00+00:00,SELL,10.0,46.46
2025-01-16 19:15:00+00:00,2025-01-16 20:00:00+00:00,SELL,10.0,41.53
2025-01-16 20:15:00+00:00,2025-01-16 21:00:00+00:00,SELL,10.0,116.21
2025-01-16 21:15:00+00:00,2025-01-16 22:00:00+00:00,SELL,10.0,38.82
2025-01-17 20:30:00+00:00,2025-01-18 01:00:00+00:00,BUY,10.0,97.29
2025-01-17 21:30:00+00:00,2025-01-18 02:00:00+00:00,BUY,10.0,61.24
2025-01-17 23:30:00+00:00,2025-01-18 04:00:00+00:00,BUY,10.0,59.79
2025-01-18 00:15:00+00:00,2025-01-18 01:00:00+00:00,SELL,10.0,96.77
2025-01-18 00:30:00+00:00,2025-01-18 05:00:00+00:00,BUY,10.0,61.89
2025-01-18 01:15:00+00:00,2025-01-18 02:00:00+00:00,SELL,10.0,60.08
2025-01-18 01:30:00+00:00,2025-01-18 06:00:00+00:00,BUY,10.0,102.17
2025-01-18 02:30:00+00:00,2025-01-18 07:00:00+00:00,BUY,10.0,99.8
2025-01-18 03:15:00+00:00,2025-01-18 04:00:00+00:00,SELL,10.0,56.63
2025-01-18 03:30:00+00:00,2025-01-18 08:00:00+00:00,BUY,10.0,112.65
2025-01-18 04:15:00+00:00,2025-01-18 05:00:00+00:00,SELL,10.0,55.88
2025-01-18 04:30:00+00:00,2025-01-18 09:00:00+00:00,BUY,10.0,76.9
2025-01-18 05:15:00+00:00,2025-01-18 06:00:00+00:00,SELL,10.0,89.84
2025-01-18 05:30:00+00:00,2025-01-18 10:00:00+00:00,BUY,10.0,86.42
2025-01-18 06:15:00+00:00,2025-01-18 07:00:00+00:00,SELL,10.0,151.81
2025-01-18 06:30:00+00:00,2025-01-18 11:00:00+00:00,BUY,10.0,88.0
2025-01-18 07:15:00+00:00,2025-01-18 08:00:00+00:00,SELL,10.0,112.93
2025-01-18 07:30:00+00:00,2025-01-18 12:00:00+00:00,BUY,10.0,55.41
2025-01-18 08:15:00+00:00,2025-01-18 09:00:00+00:00,SELL,10.0,70.76
2025-01-18 08:30:00+00:00,2025-01-18 13:00:00+00:00,BUY,10.0,53.89
2025-01-18 09:15:00+00:00,2025-01-18 10:00:00+00:00,SELL,10.0,74.44
2025-01-18 09:30:00+00:00,2025-01-18 14:00:00+00:00,BUY,10.0,59.62
2025-01-18 10:15:00+00:00,2025-01-18 11:00:00+00:00,SELL,10.0,74.85
2025-01-18 10:30:00+00:00,2025-01-18 15:00:00+00:00,BUY,10.0,56.84
2025-01-18 11:15:00+00:00,2025-01-18 12:00:00+00:00,SELL,10.0,54.17
2025-01-18 11:30:00+00:00,2025-01-18 16:00:00+00:00,BUY,10.0,117.6
2025-01-18 12:15:00+00:00,2025-01-18 13:00:00+00:00,SELL,10.0,48.77
2025-01-18 12:30:00+00:00,2025-01-18 17:00:00+00:00,BUY,10.0,265.62
2025-01-18 13:15:00+00:00,2025-01-18 14:00:00+00:00,SELL,10.0,51.04
2025-01-18 13:30:00+00:00,2025-01-18 18:00:00+00:00,BUY,10.0,64.41
2025-01-18 14:15:00+00:00,2025-01-18 15:00:00+00:00,SELL,10.0,56.54
2025-01-18 14:30:00+00:00,2025-01-18 19:00:00+00:00,BUY,10.0,93.77
2025-01-18 15:15:00+00:00,2025-01-18 16:00:00+00:00,SELL,10.0,116.06
2025-01-18 15:30:00+00:00,2025-01-18 20:00:00+00:00,BUY,10.0,376.11
2025-01-18 16:15:00+00:00,2025-01-18 17:00:00+00:00,SELL,10.0,262.02
2025-01-18 16:30:00+00:00,2025-01-18 21:00:00+00:00,BUY,10.0,52.76
2025-01-18 17:15:00+00:00,2025-01-18 18:00:00+00:00,SELL,10.0,107.79
2025-01-18 18:15:00+00:00,2025-01-18 19:00:00+00:00,SELL,10.0,82.67
2025-01-18 19:15:00+00:00,2025-01-18 20:00:00+00:00,SELL,10.0,410.76
2025-01-18 20:15:00+00:00,2025-01-18 21:00:00+00:00,SELL,10.0,49.14
2025-01-18 23:30:00+00:00,2025-01-19 04:00:00+00:00,BUY,10.0,129.34
2025-01-19 00:30:00+00:00,2025-01-19 05:00:00+00:00,BUY,10.0,50.86
2025-01-19 01:30:00+00:00,2025-01-19 06:00:00+00:00,BUY,10.0,222.2
2025-01-19 02:30:00+00:00,2025-01-19 07:00:00+00:00,BUY,10.0,96.99
2025-01-19 03:15:00+00:00,2025-01-19 04:00:00+00:00,SELL,10.0,129.65
2025-01-19 03:30:00+00:00,2025-01-19 08:00:00+00:00,BUY,10.0,69.23
2025-01-19 04:15:00+00:00,2025-01-19 05:00:00+00:00,SELL,10.0,51.96
2025-01-19 04:30:00+00:00,2025-01-19 09:00:00+00:00,BUY,10.0,89.88
2025-01-19 05:15:00+00:00,2025-01-19 06:00:00+00:00,SELL,10.0,215.5
2025-01-19 05:30:00+00:00,2025-01-19 10:00:00+00:00,BUY,10.0,50.04
2025-01-19 06:15:00+00:00,2025-01-19 07:00:00+00:00,SELL,10.0,94.66
2025-01-19 06:30:00+00:00,2025-01-19 11:00:00+00:00,BUY,10.0,210.81
2025-01-19 07:15:00+00:00,2025-01-19 08:00:00+00:00,SELL,10.0,72.23
2025-01-19 07:30:00+00:00,2025-01-19 12:00:00+00:00,BUY,10.0,148.09
2025-01-19 08:15:00+00:00,2025-01-19 09:00:00+00:00,SELL,10.0,87.58
2025-01-19 08:30:00+00:00,2025-01-19 13:00:00+00:00,BUY,10.0,43.77
2025-01-19 09:15:00+00:00,2025-01-19 10:00:00+00:00,SELL,10.0,52.86
2025-01-19 09:30:00+00:00,2025-01-19 14:00:00+00:00,BUY,10.0,39.76
2025-01-19 10:15:00+00:00,2025-01-19 11:00:00+00:00,SELL,10.0,205.63
2025-01-19 10:30:00+00:00,2025-01-19 15:00:00+00:00,BUY,10.0,178.78
2025-01-19 11:15:00+00:00,2025-01-19 12:00:00+00:00,SELL,10.0,146.13
2025-01-19 11:30:00+00:00,2025-01-19 16:00:00+00:00,BUY,10.0,61.99
2025-01-19 12:15:00+00:00,2025-01-19 13:00:00+00:00,SELL,10.0,43.55
2025-01-19 12:30:00+00:00,2025-01-19 17:00:00+00:00,BUY,10.0,62.7
2025-01-19 13:15:00+00:00,2025-01-19 14:00:00+00:00,SELL,10.0,121.76
2025-01-19 13:30:00+00:00,2025-01-19 18:00:00+00:00,BUY,10.0,49.44
2025-01-19 14:15:00+00:00,2025-01-19 15:00:00+00:00,SELL,10.0,281.09
2025-01-19 14:30:00+00:00,2025-01-19 19:00:00+00:00,BUY,10.0,66.07
2025-01-19 15:15:00+00:00,2025-01-19 16:00:00+00:00,SELL,10.0,55.99
2025-01-19 15:30:00+00:00,2025-01-19 20:00:00+00:00,BUY,10.0,52.9
2025-01-19 16:15:00+00:00,2025-01-19 17:00:00+00:00,SELL,10.0,60.4
2025-01-19 16:30:00+00:00,2025-01-19 21:00:00+00:00,BUY,10.0,42.4
2025-01-19 17:15:00+00:00,2025-01-19 18:00:00+00:00,SELL,10.0,72.02
2025-01-19 17:30:00+00:00,2025-01-19 22:00:00+00:00,BUY,10.0,44.5
2025-01-19 18:15:00+00:00,2025-01-19 19:00:00+00:00,SELL,10.0,62.77
2025-01-19 19:15:00+00:00,2025-01-19 20:00:00+00:00,SELL,10.0,52.42
2025-01-19 20:15:00+00:00,2025-01-19 21:00:00+00:00,SELL,10.0,137.6
2025-01-19 21:15:00+00:00,2025-01-19 22:00:00+00:00,SELL,10.0,42.86
2025-01-20 03:30:00+00:00,2025-01-20 08:00:00+00:00,BUY,10.0,63.47
2025-01-20 07:15:00+00:00,2025-01-20 08:00:00+00:00,SELL,10.0,64.19
2025-03-02 02:30:00+00:00,2025-03-02 07:00:00+00:00,BUY,10.0,118.5
2025-03-02 06:15:00+00:00,2025-03-02 07:00:00+00:00,SELL,10.0,106.99
2025-03-08 23:30:00+00:00,2025-03-09 04:00:00+00:00,BUY,10.0,228.52
2025-03-09 01:30:00+00:00,2025-03-09 06:00:00+00:00,BUY,10.0,55.26
2025-03-09 02:30:00+00:00,2025-03-09 07:00:00+00:00,BUY,10.0,67.1
2025-03-09 03:15:00+00:00,2025-03-09 04:00:00+00:00,SELL,10.0,294.77
2025-03-09 03:30:00+00:00,2025-03-09 08:00:00+00:00,BUY,10.0,56.6
2025-03-09 04:30:00+00:00,2025-03-09 09:00:00+00:00,BUY,10.0,64.12
2025-03-09 05:15:00+00:00,2025-03-09 06:00:00+00:00,SELL,10.0,183.86
2025-03-09 05:30:00+00:00,2025-03-09 10:00:00+00:00,BUY,10.0,11.41
2025-03-09 06:15:00+00:00,2025-03-09 07:00:00+00:00,SELL,10.0,62.86
2025-03-09 06:30:00+00:00,2025-03-09 11:00:00+00:00,BUY,10.0,8.01
2025-03-09 07:15:00+00:00,2025-03-09 08:00:00+00:00,SELL,10.0,57.04
2025-03-09 08:15:00+00:00,2025-03-09 09:00:00+00:00,SELL,10.0,63.46
2025-03-09 09:15:00+00:00,2025-03-09 10:00:00+00:00,SELL,10.0,11.23
2025-03-09 10:15:00+00:00,2025-03-09 11:00:00+00:00,SELL,10.0,-22.16
2025-03-09 12:30:00+00:00,2025-03-09 17:00:00+00:00,BUY,10.0,19.3
2025-03-09 13:30:00+00:00,2025-03-09 18:00:00+00:00,BUY,10.0,43.51
2025-03-09 14:30:00+00:00,2025-03-09 19:00:00+00:00,BUY,10.0,57.74
2025-03-09 15:30:00+00:00,2025-03-09 20:00:00+00:00,BUY,10.0,57.23
2025-03-09 16:15:00+00:00,2025-03-09 17:00:00+00:00,SELL,10.0,-4.43
2025-03-09 17:15:00+00:00,2025-03-09 18:00:00+00:00,SELL,10.0,52.96
2025-03-09 18:15:00+00:00,2025-03-09 19:00:00+00:00,SELL,10.0,55.9
2025-03-09 19:15:00+00:00,2025-03-09 20:00:00+00:00,SELL,10.0,54.35
2025-03-24 01:30:00+00:00,2025-03-24 06:00:00+00:00,BUY,10.0,85.95
2025-03-24 05:15:00+00:00,2025-03-24 06:00:00+00:00,SELL,10.0,147.86
2025-04-28 02:30:00+00:00,2025-04-28 07:00:00+00:00,BUY,10.0,51.01
2025-04-28 06:15:00+00:00,2025-04-28 07:00:00+00:00,SELL,10.0,98.94
2025-04-28 12:30:00+00:00,2025-04-28 17:00:00+00:00,BUY,10.0,53.81
2025-04-28 16:15:00+00:00,2025-04-28 17:00:00+00:00,SELL,10.0,129.18
2025-04-28 19:30:00+00:00,2025-04-29 00:00:00+00:00,BUY,10.0,40.92
2025-04-28 20:30:00+00:00,2025-04-29 01:00:00+00:00,BUY,10.0,46.78
2025-04-28 21:30:00+00:00,2025-04-29 02:00:00+00:00,BUY,10.0,120.93
2025-04-28 22:30:00+00:00,2025-04-29 03:00:00+00:00,BUY,10.0,47.54
2025-04-28 23:15:00+00:00,2025-04-29 00:00:00+00:00,SELL,10.0,41.98
2025-04-28 23:30:00+00:00,2025-04-29 04:00:00+00:00,BUY,10.0,50.12
2025-04-29 00:15:00+00:00,2025-04-29 01:00:00+00:00,SELL,10.0,43.98
2025-04-29 00:30:00+00:00,2025-04-29 05:00:00+00:00,BUY,10.0,51.59
2025-04-29 01:15:00+00:00,2025-04-29 02:00:00+00:00,SELL,10.0,119.51
2025-04-29 01:30:00+00:00,2025-04-29 06:00:00+00:00,BUY,10.0,57.94
2025-04-29 02:15:00+00:00,2025-04-29 03:00:00+00:00,SELL,10.0,46.69
2025-04-29 02:30:00+00:00,2025-04-29 07:00:00+00:00,BUY,10.0,58.72
2025-04-29 03:15:00+00:00,2025-04-29 04:00:00+00:00,SELL,10.0,48.79
2025-04-29 03:30:00+00:00,2025-04-29 08:00:00+00:00,BUY,10.0,58.23
2025-04-29 04:15:00+00:00,2025-04-29 05:00:00+00:00,SELL,10.0,53.95
2025-04-29 04:30:00+00:00,2025-04-29 09:00:00+00:00,BUY,10.0,56.65
2025-04-29 05:15:00+00:00,2025-04-29 06:00:00+00:00,SELL,10.0,57.35
2025-04-29 05:30:00+00:00,2025-04-29 10:00:00+00:00,BUY,10.0,46.42
2025-04-29 06:15:00+00:00,2025-04-29 07:00:00+00:00,SELL,10.0,59.13
2025-04-29 06:30:00+00:00,2025-04-29 11:00:00+00:00,BUY,10.0,45.97
2025-04-29 07:15:00+00:00,2025-04-29 08:00:00+00:00,SELL,10.0,58.92
2025-04-29 08:15:00+00:00,2025-04-29 09:00:00+00:00,SELL,10.0,56.09
2025-04-29 09:15:00+00:00,2025-04-29 10:00:00+00:00,SELL,10.0,47.55
2025-04-29 10:15:00+00:00,2025-04-29 11:00:00+00:00,SELL,10.0,44.87
2025-04-29 10:30:00+00:00,2025-04-29 15:00:00+00:00,BUY,10.0,47.09
2025-04-29 11:30:00+00:00,2025-04-29 16:00:00+00:00,BUY,10.0,42.88
2025-04-29 12:30:00+00:00,2025-04-29 17:00:00+00:00,BUY,10.0,57.55
2025-04-29 13:30:00+00:00,2025-04-29 18:00:00+00:00,BUY,10.0,49.91
2025-04-29 14:15:00+00:00,2025-04-29 15:00:00+00:00,SELL,10.0,47.15
2025-04-29 14:30:00+00:00,2025-04-29 19:00:00+00:00,BUY,10.0,59.24
2025-04-29 15:15:00+00:00,2025-04-29 16:00:00+00:00,SELL,10.0,40.9
2025-04-29 15:30:00+00:00,2025-04-29 20:00:00+00:00,BUY,10.0,45.44
2025-04-29 16:15:00+00:00,2025-04-29 17:00:00+00:00,SELL,10.0,57.64
2025-04-29 16:30:00+00:00,2025-04-29 21:00:00+00:00,BUY,10.0,46.95
2025-04-29 17:15:00+00:00,2025-04-29 18:00:00+00:00,SELL,10.0,48.0
2025-04-29 17:30:00+00:00,2025-04-29 22:00:00+00:00,BUY,10.0,136.16
2025-04-29 18:15:00+00:00,2025-04-29 19:00:00+00:00,SELL,10.0,58.18
2025-04-29 18:30:00+00:00,2025-04-29 23:00:00+00:00,BUY,10.0,46.02
2025-04-29 19:15:00+00:00,2025-04-29 20:00:00+00:00,SELL,10.0,44.29
2025-04-29 20:15:00+00:00,2025-04-29 21:00:00+00:00,SELL,10.0,45.97
2025-04-29 21:15:00+00:00,2025-04-29 22:00:00+00:00,SELL,10.0,127.92
2025-04-29 22:15:00+00:00,2025-04-29 23:00:00+00:00,SELL,10.0,46.24
2025-04-30 02:30:00+00:00,2025-04-30 07:00:00+00:00,BUY,10.0,70.8
2025-04-30 03:30:00+00:00,2025-04-30 08:00:00+00:00,BUY,10.0,61.65
2025-04-30 04:30:00+00:00,2025-04-30 09:00:00+00:00,BUY,10.0,60.59
2025-04-30 06:15:00+00:00,2025-04-30 07:00:00+00:00,SELL,10.0,67.04
2025-04-30 07:15:00+00:00,2025-04-30 08:00:00+00:00,SELL,10.0,62.58
2025-04-30 08:15:00+00:00,2025-04-30 09:00:00+00:00,SELL,10.0,61.77
2025-04-30 12:30:00+00:00,2025-04-30 17:00:00+00:00,BUY,10.0,62.24
2025-04-30 13:30:00+00:00,2025-04-30 18:00:00+00:00,BUY,10.0,59.71
2025-04-30 14:30:00+00:00,2025-04-30 19:00:00+00:00,BUY,10.0,57.98
2025-04-30 16:15:00+00:00,2025-04-30 17:00:00+00:00,SELL,10.0,59.94
2025-04-30 17:15:00+00:00,2025-04-30 18:00:00+00:00,SELL,10.0,59.5
2025-04-30 18:15:00+00:00,2025-04-30 19:00:00+00:00,SELL,10.0,58.19
2025-05-29 00:30:00+00:00,2025-05-29 05:00:00+00:00,BUY,10.0,59.34
2025-05-29 01:30:00+00:00,2025-05-29 06:00:00+00:00,BUY,10.0,53.7
2025-05-29 02:30:00+00:00,2025-05-29 07:00:00+00:00,BUY,10.0,63.02
2025-05-29 04:15:00+00:00,2025-05-29 05:00:00+00:00,SELL,10.0,57.9
2025-05-29 05:15:00+00:00,2025-05-29 06:00:00+00:00,SELL,10.0,155.73
2025-05-29 06:15:00+00:00,2025-05-29 07:00:00+00:00,SELL,10.0,60.41
2025-05-29 12:30:00+00:00,2025-05-29 17:00:00+00:00,BUY,10.0,147.9
2025-05-29 13:30:00+00:00,2025-05-29 18:00:00+00:00,BUY,10.0,69.98
2025-05-29 14:30:00+00:00,2025-05-29 19:00:00+00:00,BUY,10.0,57.55
2025-05-29 15:30:00+00:00,2025-05-29 20:00:00+00:00,BUY,10.0,53.98
2025-05-29 16:15:00+00:00,2025-05-29 17:00:00+00:00,SELL,10.0,144.15
2025-05-29 17:15:00+00:00,2025-05-29 18:00:00+00:00,SELL,10.0,162.03
2025-05-29 18:15:00+00:00,2025-05-29 19:00:00+00:00,SELL,10.0,54.98
2025-05-29 19:15:00+00:00,2025-05-29 20:00:00+00:00,SELL,10.0,52.21
2025-05-30 01:30:00+00:00,2025-05-30 06:00:00+00:00,BUY,10.0,193.02
2025-05-30 02:30:00+00:00,2025-05-30 07:00:00+00:00,BUY,10.0,71.55
2025-05-30 03:30:00+00:00,2025-05-30 08:00:00+00:00,BUY,10.0,129.84
2025-05-30 05:15:00+00:00,2025-05-30 06:00:00+00:00,SELL,10.0,192.33
2025-05-30 06:15:00+00:00,2025-05-30 07:00:00+00:00,SELL,10.0,66.08
2025-05-30 07:15:00+00:00,2025-05-30 08:00:00+00:00,SELL,10.0,128.74
2025-05-30 12:30:00+00:00,2025-05-30 17:00:00+00:00,BUY,10.0,61.78
2025-05-30 13:30:00+00:00,2025-05-30 18:00:00+00:00,BUY,10.0,177.83
2025-05-30 16:15:00+00:00,2025-05-30 17:00:00+00:00,SELL,10.0,62.94
2025-05-30 17:15:00+00:00,2025-05-30 18:00:00+00:00,SELL,10.0,176.93
2025-05-31 01:30:00+00:00,2025-05-31 06:00:00+00:00,BUY,10.0,130.02
2025-05-31 02:30:00+00:00,2025-05-31 07:00:00+00:00,BUY,10.0,72.15
2025-05-31 03:30:00+00:00,2025-05-31 08:00:00+00:00,BUY,10.0,57.95
2025-05-31 04:30:00+00:00,2025-05-31 09:00:00+00:00,BUY,10.0,61.59
2025-05-31 05:15:00+00:00,2025-05-31 06:00:00+00:00,SELL,10.0,126.69
