exec_ts,product_delivery,side,qty_mw,price
2026-01-04 13:00:00+00:00,2026-01-04 20:00:00+00:00,SELL,10.0,63.4
2026-01-04 13:00:00+00:00,2026-01-04 21:00:00+00:00,BUY,10.0,57.84
2026-01-04 14:00:00+00:00,2026-01-04 21:00:00+00:00,SELL,10.0,54.21
2026-01-04 19:00:00+00:00,2026-01-05 03:00:00+00:00,BUY,10.0,72.68
2026-01-04 20:00:00+00:00,2026-01-05 03:00:00+00:00,SELL,10.0,73.84
2026-01-04 21:45:00+00:00,2026-01-05 06:00:00+00:00,BUY,10.0,180.41
2026-01-04 23:00:00+00:00,2026-01-05 06:00:00+00:00,SELL,10.0,180.44
2026-01-05 02:00:00+00:00,2026-01-05 11:00:00+00:00,BUY,10.0,-27.68
2026-01-05 03:30:00+00:00,2026-01-05 11:00:00+00:00,SELL,10.0,-27.04
2026-01-05 04:30:00+00:00,2026-01-05 06:00:00+00:00,BUY,10.0,170.37
2026-01-05 05:15:00+00:00,2026-01-05 06:00:00+00:00,SELL,10.0,169.89
2026-01-05 07:00:00+00:00,2026-01-05 09:00:00+00:00,BUY,10.0,49.25
2026-01-05 07:45:00+00:00,2026-01-05 16:00:00+00:00,BUY,10.0,55.15
2026-01-05 08:15:00+00:00,2026-01-05 09:00:00+00:00,SELL,10.0,47.79
2026-01-05 08:30:00+00:00,2026-01-05 16:00:00+00:00,SELL,10.0,55.01
2026-01-05 09:45:00+00:00,2026-01-05 18:00:00+00:00,BUY,10.0,68.57
2026-01-05 11:00:00+00:00,2026-01-05 18:00:00+00:00,SELL,10.0,72.13
2026-01-05 12:00:00+00:00,2026-01-05 18:00:00+00:00,BUY,10.0,66.26
2026-01-05 12:45:00+00:00,2026-01-05 18:00:00+00:00,SELL,10.0,64.54
2026-01-05 13:45:00+00:00,2026-01-05 22:00:00+00:00,BUY,10.0,57.67
2026-01-05 15:00:00+00:00,2026-01-05 22:00:00+00:00,SELL,10.0,55.88
2026-01-05 20:30:00+00:00,2026-01-06 06:00:00+00:00,BUY,10.0,56.26
2026-01-05 21:30:00+00:00,2026-01-06 07:00:00+00:00,BUY,10.0,94.13
2026-01-05 22:00:00+00:00,2026-01-06 06:00:00+00:00,SELL,10.0,58.32
2026-01-05 22:30:00+00:00,2026-01-06 08:00:00+00:00,BUY,10.0,57.63
2026-01-05 23:00:00+00:00,2026-01-06 07:00:00+00:00,SELL,10.0,94.52
2026-01-05 23:30:00+00:00,2026-01-06 07:00:00+00:00,BUY,10.0,88.5
2026-01-05 23:30:00+00:00,2026-01-06 09:00:00+00:00,BUY,10.0,74.96
2026-01-06 01:00:00+00:00,2026-01-06 07:00:00+00:00,SELL,10.0,85.54
2026-01-06 01:00:00+00:00,2026-01-06 09:00:00+00:00,SELL,10.0,82.56
2026-01-06 01:15:00+00:00,2026-01-06 08:00:00+00:00,SELL,10.0,6.2
2026-01-06 05:45:00+00:00,2026-01-06 09:00:00+00:00,BUY,10.0,84.07
2026-01-06 08:00:00+00:00,2026-01-06 09:00:00+00:00,SELL,10.0,75.81
2026-01-06 08:15:00+00:00,2026-01-06 10:00:00+00:00,BUY,10.0,161.98
2026-01-06 09:00:00+00:00,2026-01-06 10:00:00+00:00,SELL,10.0,162.17
2026-01-06 09:30:00+00:00,2026-01-06 19:00:00+00:00,BUY,10.0,53.37
2026-01-06 10:15:00+00:00,2026-01-06 19:00:00+00:00,SELL,10.0,89.9
2026-01-06 10:30:00+00:00,2026-01-06 20:00:00+00:00,BUY,10.0,48.11
2026-01-06 12:00:00+00:00,2026-01-06 20:00:00+00:00,SELL,10.0,53.25
2026-01-07 02:15:00+00:00,2026-01-07 11:00:00+00:00,BUY,10.0,157.94
2026-01-07 02:30:00+00:00,2026-01-07 10:00:00+00:00,BUY,10.0,70.96
2026-01-07 03:00:00+00:00,2026-01-07 11:00:00+00:00,SELL,10.0,158.64
2026-01-07 05:00:00+00:00,2026-01-07 10:00:00+00:00,SELL,10.0,62.94
2026-01-07 11:30:00+00:00,2026-01-07 18:00:00+00:00,BUY,10.0,52.41
2026-01-07 13:00:00+00:00,2026-01-07 18:00:00+00:00,SELL,10.0,53.99
2026-01-07 19:30:00+00:00,2026-01-08 02:00:00+00:00,BUY,10.0,100.8
2026-01-07 20:15:00+00:00,2026-01-08 02:00:00+00:00,SELL,10.0,99.95
2026-01-08 15:30:00+00:00,2026-01-09 01:00:00+00:00,BUY,10.0,-29.82
2026-01-08 16:15:00+00:00,2026-01-09 01:00:00+00:00,SELL,10.0,-5.97
2026-01-08 16:30:00+00:00,2026-01-09 02:00:00+00:00,BUY,10.0,-16.11
2026-01-08 17:30:00+00:00,2026-01-09 02:00:00+00:00,SELL,10.0,5.06
2026-01-08 22:45:00+00:00,2026-01-09 03:00:00+00:00,BUY,10.0,39.61
2026-01-08 23:30:00+00:00,2026-01-09 03:00:00+00:00,SELL,10.0,38.55
2026-01-09 01:30:00+00:00,2026-01-09 03:00:00+00:00,BUY,10.0,9.72
2026-01-09 02:15:00+00:00,2026-01-09 03:00:00+00:00,SELL,10.0,10.65
2026-01-09 15:30:00+00:00,2026-01-10 00:00:00+00:00,BUY,10.0,9.53
2026-01-09 16:45:00+00:00,2026-01-10 01:00:00+00:00,BUY,10.0,-53.17
2026-01-09 17:00:00+00:00,2026-01-10 00:00:00+00:00,SELL,10.0,10.38
2026-01-09 18:00:00+00:00,2026-01-10 01:00:00+00:00,SELL,10.0,-40.8
2026-01-09 19:00:00+00:00,2026-01-10 03:00:00+00:00,BUY,10.0,23.06
2026-01-09 20:00:00+00:00,2026-01-10 03:00:00+00:00,SELL,10.0,38.14
2026-01-09 22:00:00+00:00,2026-01-10 00:00:00+00:00,BUY,10.0,6.75
2026-01-09 22:45:00+00:00,2026-01-10 00:00:00+00:00,SELL,10.0,5.84
2026-01-10 01:45:00+00:00,2026-01-10 03:00:00+00:00,BUY,10.0,42.94
2026-01-10 02:15:00+00:00,2026-01-10 03:00:00+00:00,SELL,10.0,41.09
2026-01-10 19:45:00+00:00,2026-01-11 02:00:00+00:00,BUY,10.0,14.03
2026-01-10 20:30:00+00:00,2026-01-11 02:00:00+00:00,SELL,10.0,15.4
2026-01-10 22:00:00+00:00,2026-01-10 23:00:00+00:00,BUY,10.0,11.3
2026-01-10 22:15:00+00:00,2026-01-10 23:00:00+00:00,SELL,10.0,11.48
2026-01-11 15:15:00+00:00,2026-01-11 23:00:00+00:00,BUY,10.0,20.11
2026-01-11 16:00:00+00:00,2026-01-11 23:00:00+00:00,SELL,10.0,17.22
2026-01-11 18:30:00+00:00,2026-01-12 02:00:00+00:00,BUY,10.0,-1.82
2026-01-11 21:00:00+00:00,2026-01-12 02:00:00+00:00,SELL,10.0,7.43
2026-01-11 21:45:00+00:00,2026-01-12 02:00:00+00:00,BUY,10.0,-0.64
2026-01-11 23:15:00+00:00,2026-01-12 02:00:00+00:00,SELL,10.0,5.73
2026-01-12 08:00:00+00:00,2026-01-12 14:00:00+00:00,BUY,10.0,16.33
2026-01-12 08:45:00+00:00,2026-01-12 14:00:00+00:00,SELL,10.0,21.26
2026-01-12 10:30:00+00:00,2026-01-12 16:00:00+00:00,BUY,10.0,128.65
2026-01-12 11:15:00+00:00,2026-01-12 16:00:00+00:00,SELL,10.0,130.07
2026-01-12 14:45:00+00:00,2026-01-13 00:00:00+00:00,BUY,10.0,22.97
2026-01-12 15:45:00+00:00,2026-01-13 01:00:00+00:00,BUY,10.0,13.74
2026-01-12 16:00:00+00:00,2026-01-13 00:00:00+00:00,SELL,10.0,21.8
2026-01-12 16:45:00+00:00,2026-01-12 23:00:00+00:00,BUY,10.0,-4.83
2026-01-12 17:00:00+00:00,2026-01-12 21:00:00+00:00,BUY,10.0,21.3
2026-01-12 17:00:00+00:00,2026-01-13 01:00:00+00:00,SELL,10.0,12.09
2026-01-12 17:15:00+00:00,2026-01-13 02:00:00+00:00,BUY,10.0,21.3
2026-01-12 17:45:00+00:00,2026-01-12 22:00:00+00:00,BUY,10.0,15.27
2026-01-12 18:00:00+00:00,2026-01-12 21:00:00+00:00,SELL,10.0,25.17
2026-01-12 18:00:00+00:00,2026-01-13 03:00:00+00:00,BUY,10.0,22.48
2026-01-12 18:00:00+00:00,2026-01-12 23:00:00+00:00,SELL,10.0,21.73
2026-01-12 18:00:00+00:00,2026-01-13 02:00:00+00:00,SELL,10.0,18.73
2026-01-12 18:45:00+00:00,2026-01-13 04:00:00+00:00,BUY,10.0,33.93
2026-01-12 19:00:00+00:00,2026-01-13 03:00:00+00:00,SELL,10.0,21.42
2026-01-12 19:15:00+00:00,2026-01-12 22:00:00+00:00,SELL,10.0,18.44
2026-01-12 19:45:00+00:00,2026-01-13 05:00:00+00:00,BUY,10.0,36.56
2026-01-12 20:00:00+00:00,2026-01-13 04:00:00+00:00,SELL,10.0,30.51
2026-01-12 21:00:00+00:00,2026-01-13 05:00:00+00:00,SELL,10.0,33.12
2026-01-12 21:15:00+00:00,2026-01-13 06:00:00+00:00,BUY,10.0,32.66
2026-01-12 21:45:00+00:00,2026-01-13 07:00:00+00:00,BUY,10.0,31.89
2026-01-12 22:00:00+00:00,2026-01-13 06:00:00+00:00,SELL,10.0,32.94
2026-01-12 22:45:00+00:00,2026-01-13 08:00:00+00:00,BUY,10.0,39.79
2026-01-12 23:15:00+00:00,2026-01-13 07:00:00+00:00,SELL,10.0,28.4
2026-01-13 00:15:00+00:00,2026-01-13 08:00:00+00:00,SELL,10.0,36.77
2026-01-13 00:30:00+00:00,2026-01-13 10:00:00+00:00,BUY,10.0,32.32
2026-01-13 02:00:00+00:00,2026-01-13 10:00:00+00:00,SELL,10.0,30.38
2026-01-13 03:30:00+00:00,2026-01-13 13:00:00+00:00,BUY,10.0,38.59
2026-01-13 04:45:00+00:00,2026-01-13 14:00:00+00:00,BUY,10.0,27.66
2026-01-13 05:00:00+00:00,2026-01-13 13:00:00+00:00,SELL,10.0,32.49
2026-01-13 06:00:00+00:00,2026-01-13 14:00:00+00:00,SELL,10.0,26.23
2026-01-13 07:45:00+00:00,2026-01-13 17:00:00+00:00,BUY,10.0,32.49
2026-01-13 09:00:00+00:00,2026-01-13 17:00:00+00:00,SELL,10.0,31.97
2026-01-13 10:00:00+00:00,2026-01-13 19:00:00+00:00,BUY,10.0,31.96
2026-01-13 10:45:00+00:00,2026-01-13 19:00:00+00:00,SELL,10.0,31.71
2026-01-13 10:45:00+00:00,2026-01-13 20:00:00+00:00,BUY,10.0,29.0
2026-01-13 12:00:00+00:00,2026-01-13 20:00:00+00:00,SELL,10.0,29.22
2026-01-13 13:45:00+00:00,2026-01-13 23:00:00+00:00,BUY,10.0,24.25
2026-01-13 15:00:00+00:00,2026-01-13 23:00:00+00:00,SELL,10.0,23.68
2026-01-13 19:45:00+00:00,2026-01-14 00:00:00+00:00,BUY,10.0,-48.26
2026-01-13 21:15:00+00:00,2026-01-14 00:00:00+00:00,SELL,10.0,-48.19
2026-01-14 04:45:00+00:00,2026-01-14 14:00:00+00:00,BUY,10.0,25.01
2026-01-14 05:30:00+00:00,2026-01-14 14:00:00+00:00,SELL,10.0,26.28
2026-01-14 11:45:00+00:00,2026-01-14 21:00:00+00:00,BUY,10.0,25.32
2026-01-14 13:00:00+00:00,2026-01-14 21:00:00+00:00,SELL,10.0,24.77
2026-01-14 15:30:00+00:00,2026-01-14 22:00:00+00:00,BUY,10.0,124.4
2026-01-14 16:15:00+00:00,2026-01-14 22:00:00+00:00,SELL,10.0,124.46
2026-01-15 03:00:00+00:00,2026-01-15 09:00:00+00:00,BUY,10.0,65.41
2026-01-15 03:45:00+00:00,2026-01-15 09:00:00+00:00,SELL,10.0,64.65
2026-01-15 06:45:00+00:00,2026-01-15 09:00:00+00:00,BUY,10.0,134.72
2026-01-15 07:30:00+00:00,2026-01-15 09:00:00+00:00,SELL,10.0,133.29
2026-01-15 11:30:00+00:00,2026-01-15 17:00:00+00:00,BUY,10.0,-40.37
2026-01-15 13:00:00+00:00,2026-01-15 17:00:00+00:00,SELL,10.0,-42.2
2026-01-16 23:30:00+00:00,2026-01-17 04:00:00+00:00,BUY,10.0,-11.6
2026-01-17 01:00:00+00:00,2026-01-17 04:00:00+00:00,SELL,10.0,-14.14
2026-01-17 10:45:00+00:00,2026-01-17 19:00:00+00:00,BUY,10.0,114.72
2026-01-17 11:30:00+00:00,2026-01-17 19:00:00+00:00,SELL,10.0,114.54
2026-01-17 12:00:00+00:00,2026-01-17 21:00:00+00:00,BUY,10.0,131.25
2026-01-17 13:00:00+00:00,2026-01-17 21:00:00+00:00,SELL,10.0,129.93
2026-01-18 01:00:00+00:00,2026-01-18 10:00:00+00:00,BUY,10.0,161.27
2026-01-18 01:45:00+00:00,2026-01-18 09:00:00+00:00,BUY,10.0,159.02
2026-01-18 01:45:00+00:00,2026-01-18 10:00:00+00:00,SELL,10.0,161.37
2026-01-18 03:45:00+00:00,2026-01-18 09:00:00+00:00,SELL,10.0,269.44
2026-01-18 03:45:00+00:00,2026-01-18 10:00:00+00:00,BUY,10.0,155.89
2026-01-18 04:15:00+00:00,2026-01-18 09:00:00+00:00,BUY,10.0,266.63
2026-01-18 04:45:00+00:00,2026-01-18 10:00:00+00:00,SELL,10.0,153.75
2026-01-18 05:15:00+00:00,2026-01-18 09:00:00+00:00,SELL,10.0,264.39
2026-01-18 05:15:00+00:00,2026-01-18 14:00:00+00:00,BUY,10.0,118.58
2026-01-18 06:00:00+00:00,2026-01-18 14:00:00+00:00,SELL,10.0,118.54
2026-01-18 10:45:00+00:00,2026-01-18 14:00:00+00:00,BUY,10.0,83.45
2026-01-18 12:15:00+00:00,2026-01-18 14:00:00+00:00,SELL,10.0,80.99
2026-01-18 15:45:00+00:00,2026-01-18 20:00:00+00:00,BUY,10.0,2.22
2026-01-18 17:15:00+00:00,2026-01-18 20:00:00+00:00,SELL,10.0,1.22
2026-01-18 17:30:00+00:00,2026-01-19 00:00:00+00:00,BUY,10.0,17.48
2026-01-18 18:15:00+00:00,2026-01-19 00:00:00+00:00,SELL,10.0,15.71
2026-01-18 18:30:00+00:00,2026-01-19 00:00:00+00:00,BUY,10.0,9.78
2026-01-18 20:45:00+00:00,2026-01-19 01:00:00+00:00,BUY,10.0,10.81
2026-01-18 21:00:00+00:00,2026-01-19 00:00:00+00:00,SELL,10.0,-2.09
2026-01-18 21:45:00+00:00,2026-01-19 02:00:00+00:00,BUY,10.0,64.19
2026-01-18 22:00:00+00:00,2026-01-19 01:00:00+00:00,SELL,10.0,7.55
2026-01-18 23:00:00+00:00,2026-01-19 02:00:00+00:00,SELL,10.0,63.78
2026-01-21 13:30:00+00:00,2026-01-21 22:00:00+00:00,BUY,10.0,7.9
2026-01-21 14:15:00+00:00,2026-01-21 22:00:00+00:00,SELL,10.0,9.44
2026-01-21 15:30:00+00:00,2026-01-22 00:00:00+00:00,BUY,10.0,-0.65
2026-01-21 17:00:00+00:00,2026-01-22 00:00:00+00:00,SELL,10.0,3.89
2026-01-23 23:15:00+00:00,2026-01-24 06:00:00+00:00,BUY,10.0,28.65
2026-01-24 00:45:00+00:00,2026-01-24 06:00:00+00:00,SELL,10.0,29.63
2026-01-24 01:15:00+00:00,2026-01-24 08:00:00+00:00,BUY,10.0,44.67
2026-01-24 02:00:00+00:00,2026-01-24 09:00:00+00:00,BUY,10.0,210.71
2026-01-24 02:45:00+00:00,2026-01-24 08:00:00+00:00,SELL,10.0,43.88
2026-01-24 02:45:00+00:00,2026-01-24 09:00:00+00:00,SELL,10.0,211.4
2026-01-24 03:30:00+00:00,2026-01-24 08:00:00+00:00,BUY,10.0,38.77
2026-01-24 04:15:00+00:00,2026-01-24 08:00:00+00:00,SELL,10.0,39.45
2026-01-24 08:45:00+00:00,2026-01-24 13:00:00+00:00,BUY,10.0,97.69
2026-01-24 09:30:00+00:00,2026-01-24 13:00:00+00:00,SELL,10.0,95.6
2026-01-24 22:45:00+00:00,2026-01-25 03:00:00+00:00,BUY,10.0,133.61
2026-01-24 23:30:00+00:00,2026-01-25 03:00:00+00:00,SELL,10.0,132.78
2026-01-25 01:15:00+00:00,2026-01-25 05:00:00+00:00,BUY,10.0,80.82
2026-01-25 01:30:00+00:00,2026-01-25 10:00:00+00:00,BUY,10.0,78.29
2026-01-25 02:15:00+00:00,2026-01-25 10:00:00+00:00,SELL,10.0,79.87
2026-01-25 02:30:00+00:00,2026-01-25 05:00:00+00:00,SELL,10.0,78.72
2026-01-25 03:15:00+00:00,2026-01-25 08:00:00+00:00,BUY,10.0,90.84
2026-01-25 03:30:00+00:00,2026-01-25 09:00:00+00:00,BUY,10.0,153.94
2026-01-25 04:45:00+00:00,2026-01-25 10:00:00+00:00,BUY,10.0,73.92
2026-01-25 05:15:00+00:00,2026-01-25 08:00:00+00:00,SELL,10.0,80.14
2026-01-25 05:45:00+00:00,2026-01-25 15:00:00+00:00,BUY,10.0,107.35
2026-01-25 05:45:00+00:00,2026-01-25 11:00:00+00:00,BUY,10.0,117.8
2026-01-25 06:30:00+00:00,2026-01-25 15:00:00+00:00,SELL,10.0,257.97
2026-01-25 07:00:00+00:00,2026-01-25 09:00:00+00:00,SELL,10.0,125.99
2026-01-25 07:00:00+00:00,2026-01-25 10:00:00+00:00,SELL,10.0,62.31
2026-01-25 07:15:00+00:00,2026-01-25 15:00:00+00:00,BUY,10.0,255.43
2026-01-25 08:00:00+00:00,2026-01-25 15:00:00+00:00,SELL,10.0,254.58
2026-01-25 09:00:00+00:00,2026-01-25 11:00:00+00:00,SELL,10.0,103.96
2026-01-25 09:45:00+00:00,2026-01-25 14:00:00+00:00,BUY,10.0,53.28
2026-01-25 11:00:00+00:00,2026-01-25 14:00:00+00:00,SELL,10.0,51.62
2026-01-25 12:00:00+00:00,2026-01-25 17:00:00+00:00,BUY,10.0,120.89
2026-01-25 13:00:00+00:00,2026-01-25 17:00:00+00:00,SELL,10.0,116.09
2026-01-25 23:15:00+00:00,2026-01-26 06:00:00+00:00,BUY,10.0,50.41
2026-01-26 00:00:00+00:00,2026-01-26 06:00:00+00:00,SELL,10.0,52.28
2026-01-26 00:30:00+00:00,2026-01-26 08:00:00+00:00,BUY,10.0,59.33
2026-01-26 01:30:00+00:00,2026-01-26 08:00:00+00:00,SELL,10.0,59.04
2026-01-27 01:45:00+00:00,2026-01-27 09:00:00+00:00,BUY,10.0,52.23
2026-01-27 02:45:00+00:00,2026-01-27 09:00:00+00:00,SELL,10.0,50.84
2026-01-27 18:30:00+00:00,2026-01-28 02:00:00+00:00,BUY,10.0,152.66
2026-01-27 18:30:00+00:00,2026-01-28 04:00:00+00:00,BUY,10.0,58.99
2026-01-27 19:30:00+00:00,2026-01-27 21:00:00+00:00,BUY,10.0,136.26
2026-01-27 19:30:00+00:00,2026-01-28 02:00:00+00:00,SELL,10.0,151.2
2026-01-27 19:30:00+00:00,2026-01-28 05:00:00+00:00,BUY,10.0,43.74
2026-01-27 20:00:00+00:00,2026-01-28 04:00:00+00:00,SELL,10.0,57.11
2026-01-27 20:15:00+00:00,2026-01-27 21:00:00+00:00,SELL,10.0,137.05
2026-01-27 21:30:00+00:00,2026-01-28 04:00:00+00:00,BUY,10.0,49.41
2026-01-27 22:00:00+00:00,2026-01-28 05:00:00+00:00,SELL,10.0,29.54
2026-01-27 22:00:00+00:00,2026-01-28 07:00:00+00:00,BUY,10.0,136.29
2026-01-27 22:15:00+00:00,2026-01-28 04:00:00+00:00,SELL,10.0,101.5
2026-01-27 23:00:00+00:00,2026-01-28 07:00:00+00:00,SELL,10.0,134.62
2026-01-27 23:15:00+00:00,2026-01-28 08:00:00+00:00,BUY,10.0,77.83
2026-01-27 23:30:00+00:00,2026-01-28 05:00:00+00:00,BUY,10.0,153.29
2026-01-27 23:30:00+00:00,2026-01-28 06:00:00+00:00,BUY,10.0,72.75
2026-01-28 00:00:00+00:00,2026-01-28 07:00:00+00:00,BUY,10.0,128.96
2026-01-28 00:15:00+00:00,2026-01-28 05:00:00+00:00,SELL,10.0,153.32
2026-01-28 00:15:00+00:00,2026-01-28 09:00:00+00:00,BUY,10.0,88.72
2026-01-28 00:30:00+00:00,2026-01-28 10:00:00+00:00,BUY,10.0,64.54
2026-01-28 00:45:00+00:00,2026-01-28 07:00:00+00:00,SELL,10.0,127.21
2026-01-28 00:45:00+00:00,2026-01-28 08:00:00+00:00,SELL,10.0,66.72
2026-01-28 01:00:00+00:00,2026-01-28 08:00:00+00:00,BUY,10.0,65.79
2026-01-28 01:00:00+00:00,2026-01-28 06:00:00+00:00,SELL,10.0,71.54
2026-01-28 02:15:00+00:00,2026-01-28 08:00:00+00:00,SELL,10.0,61.95
2026-01-28 03:00:00+00:00,2026-01-28 10:00:00+00:00,SELL,10.0,60.93
2026-01-28 03:45:00+00:00,2026-01-28 11:00:00+00:00,BUY,10.0,142.5
2026-01-28 03:45:00+00:00,2026-01-28 09:00:00+00:00,SELL,10.0,-9.33
2026-01-28 04:30:00+00:00,2026-01-28 13:00:00+00:00,BUY,10.0,64.53
2026-01-28 05:15:00+00:00,2026-01-28 13:00:00+00:00,SELL,10.0,64.89
2026-01-28 05:15:00+00:00,2026-01-28 12:00:00+00:00,BUY,10.0,59.25
2026-01-28 06:00:00+00:00,2026-01-28 11:00:00+00:00,SELL,10.0,132.69
2026-01-28 06:00:00+00:00,2026-01-28 12:00:00+00:00,SELL,10.0,56.58
2026-01-28 06:15:00+00:00,2026-01-28 15:00:00+00:00,BUY,10.0,62.87
2026-01-28 06:30:00+00:00,2026-01-28 11:00:00+00:00,BUY,10.0,129.5
2026-01-28 07:00:00+00:00,2026-01-28 15:00:00+00:00,SELL,10.0,60.85
2026-01-28 07:15:00+00:00,2026-01-28 11:00:00+00:00,SELL,10.0,131.24
2026-01-28 08:30:00+00:00,2026-01-28 17:00:00+00:00,BUY,10.0,68.24
2026-01-28 10:00:00+00:00,2026-01-28 17:00:00+00:00,SELL,10.0,66.42
2026-01-28 10:15:00+00:00,2026-01-28 19:00:00+00:00,BUY,10.0,229.98
2026-01-28 10:45:00+00:00,2026-01-28 17:00:00+00:00,BUY,10.0,60.95
2026-01-28 11:00:00+00:00,2026-01-28 20:00:00+00:00,BUY,10.0,65.29
2026-01-28 11:30:00+00:00,2026-01-28 17:00:00+00:00,SELL,10.0,62.14
2026-01-28 11:45:00+00:00,2026-01-28 18:00:00+00:00,BUY,10.0,83.28
2026-01-28 12:00:00+00:00,2026-01-28 20:00:00+00:00,SELL,10.0,65.35
2026-01-28 12:00:00+00:00,2026-01-28 19:00:00+00:00,SELL,10.0,218.13
2026-01-28 12:30:00+00:00,2026-01-28 19:00:00+00:00,BUY,10.0,213.17
2026-01-28 12:30:00+00:00,2026-01-28 21:00:00+00:00,BUY,10.0,49.7
2026-01-28 13:00:00+00:00,2026-01-28 18:00:00+00:00,SELL,10.0,82.97
2026-01-28 13:45:00+00:00,2026-01-28 20:00:00+00:00,BUY,10.0,63.84
2026-01-28 14:00:00+00:00,2026-01-28 21:00:00+00:00,SELL,10.0,48.75
2026-01-28 14:00:00+00:00,2026-01-28 19:00:00+00:00,SELL,10.0,209.72
2026-01-28 14:30:00+00:00,2026-01-28 20:00:00+00:00,SELL,10.0,65.35
2026-01-28 21:30:00+00:00,2026-01-29 07:00:00+00:00,BUY,10.0,50.07
2026-01-28 22:45:00+00:00,2026-01-29 07:00:00+00:00,SELL,10.0,53.85
2026-01-28 23:30:00+00:00,2026-01-29 04:00:00+00:00,BUY,10.0,-2.19
2026-01-29 01:00:00+00:00,2026-01-29 04:00:00+00:00,SELL,10.0,-0.68
2026-01-29 09:30:00+00:00,2026-01-29 19:00:00+00:00,BUY,10.0,61.15
2026-01-29 11:00:00+00:00,2026-01-29 19:00:00+00:00,SELL,10.0,57.37
2026-01-29 14:00:00+00:00,2026-01-29 19:00:00+00:00,BUY,10.0,46.57
2026-01-29 15:00:00+00:00,2026-01-29 19:00:00+00:00,SELL,10.0,43.17
2026-01-29 20:30:00+00:00,2026-01-30 06:00:00+00:00,BUY,10.0,8.04
2026-01-29 21:30:00+00:00,2026-01-30 06:00:00+00:00,SELL,10.0,7.86
2026-01-30 08:15:00+00:00,2026-01-30 10:00:00+00:00,BUY,10.0,136.31
2026-01-30 09:00:00+00:00,2026-01-30 10:00:00+00:00,SELL,10.0,137.37
2026-01-30 20:30:00+00:00,2026-01-31 06:00:00+00:00,BUY,10.0,22.17
2026-01-30 22:00:00+00:00,2026-01-31 06:00:00+00:00,SELL,10.0,17.97
2026-01-30 22:45:00+00:00,2026-01-31 06:00:00+00:00,BUY,10.0,11.85
2026-01-31 00:00:00+00:00,2026-01-31 06:00:00+00:00,SELL,10.0,13.97
2026-01-31 00:30:00+00:00,2026-01-31 08:00:00+00:00,BUY,10.0,58.31
2026-01-31 02:00:00+00:00,2026-01-31 08:00:00+00:00,SELL,10.0,60.47
