exec_ts,product_delivery,side,qty_mw,price
2026-03-03 04:30:00+00:00,2026-03-03 15:00:00+00:00,BUY,10.0,36.7
2026-03-03 05:15:00+00:00,2026-03-03 06:00:00+00:00,SELL,10.0,46.74
2026-03-03 05:30:00+00:00,2026-03-03 16:00:00+00:00,BUY,10.0,38.91
2026-03-03 06:15:00+00:00,2026-03-03 07:00:00+00:00,BUY,10.0,47.89
2026-03-03 06:30:00+00:00,2026-03-03 17:00:00+00:00,SELL,10.0,43.92
2026-03-03 07:15:00+00:00,2026-03-03 08:00:00+00:00,SELL,10.0,87.85
2026-03-03 07:30:00+00:00,2026-03-03 18:00:00+00:00,SELL,10.0,39.25
2026-03-03 08:15:00+00:00,2026-03-03 09:00:00+00:00,SELL,10.0,47.07
2026-03-03 08:30:00+00:00,2026-03-03 19:00:00+00:00,SELL,10.0,32.79
2026-03-03 09:15:00+00:00,2026-03-03 10:00:00+00:00,SELL,10.0,37.54
2026-03-03 09:30:00+00:00,2026-03-03 20:00:00+00:00,BUY,10.0,27.79
2026-03-03 10:15:00+00:00,2026-03-03 11:00:00+00:00,SELL,10.0,41.42
2026-03-03 10:30:00+00:00,2026-03-03 21:00:00+00:00,SELL,10.0,27.27
2026-03-03 11:15:00+00:00,2026-03-03 12:00:00+00:00,SELL,10.0,34.05
2026-03-03 11:30:00+00:00,2026-03-03 22:00:00+00:00,BUY,10.0,24.79
2026-03-03 12:15:00+00:00,2026-03-03 13:00:00+00:00,BUY,10.0,32.52
2026-03-03 12:30:00+00:00,2026-03-03 23:00:00+00:00,BUY,10.0,24.76
2026-03-03 13:15:00+00:00,2026-03-03 14:00:00+00:00,BUY,10.0,37.43
2026-03-03 13:30:00+00:00,2026-03-04 00:00:00+00:00,SELL,10.0,18.06
2026-03-03 14:15:00+00:00,2026-03-03 15:00:00+00:00,SELL,10.0,35.62
2026-03-03 14:30:00+00:00,2026-03-04 01:00:00+00:00,SELL,10.0,24.33
2026-03-03 15:15:00+00:00,2026-03-03 16:00:00+00:00,SELL,10.0,42.84
2026-03-03 15:30:00+00:00,2026-03-04 02:00:00+00:00,BUY,10.0,25.47
2026-03-03 16:15:00+00:00,2026-03-03 17:00:00+00:00,BUY,10.0,43.97
2026-03-03 16:30:00+00:00,2026-03-04 03:00:00+00:00,BUY,10.0,31.6
2026-03-03 17:15:00+00:00,2026-03-03 18:00:00+00:00,BUY,10.0,44.43
2026-03-03 17:30:00+00:00,2026-03-04 04:00:00+00:00,BUY,10.0,33.76
2026-03-03 18:15:00+00:00,2026-03-03 19:00:00+00:00,BUY,10.0,40.02
2026-03-03 18:30:00+00:00,2026-03-04 05:00:00+00:00,BUY,10.0,33.68
2026-03-03 19:15:00+00:00,2026-03-03 20:00:00+00:00,SELL,10.0,35.06
2026-03-03 19:30:00+00:00,2026-03-04 06:00:00+00:00,BUY,10.0,31.6
2026-03-03 20:15:00+00:00,2026-03-03 21:00:00+00:00,BUY,10.0,30.95
2026-03-03 20:30:00+00:00,2026-03-04 07:00:00+00:00,SELL,10.0,40.84
2026-03-03 21:15:00+00:00,2026-03-03 22:00:00+00:00,SELL,10.0,36.39
2026-03-03 21:30:00+00:00,2026-03-04 08:00:00+00:00,BUY,10.0,45.62
2026-03-03 22:15:00+00:00,2026-03-03 23:00:00+00:00,SELL,10.0,33.61
2026-03-03 22:30:00+00:00,2026-03-04 09:00:00+00:00,SELL,10.0,37.02
2026-03-03 23:15:00+00:00,2026-03-04 00:00:00+00:00,BUY,10.0,25.01
2026-03-03 23:30:00+00:00,2026-03-04 10:00:00+00:00,BUY,10.0,39.67
2026-03-04 00:15:00+00:00,2026-03-04 01:00:00+00:00,BUY,10.0,24.43
2026-03-04 00:30:00+00:00,2026-03-04 11:00:00+00:00,BUY,10.0,36.61
2026-03-04 01:15:00+00:00,2026-03-04 02:00:00+00:00,SELL,10.0,24.91
2026-03-04 01:30:00+00:00,2026-03-04 12:00:00+00:00,SELL,10.0,37.98
2026-03-04 02:15:00+00:00,2026-03-04 03:00:00+00:00,SELL,10.0,30.74
2026-03-04 02:30:00+00:00,2026-03-04 13:00:00+00:00,BUY,10.0,22.57
2026-03-04 03:15:00+00:00,2026-03-04 04:00:00+00:00,SELL,10.0,36.04
2026-03-04 03:30:00+00:00,2026-03-04 14:00:00+00:00,SELL,10.0,29.03
2026-03-04 04:15:00+00:00,2026-03-04 05:00:00+00:00,SELL,10.0,73.42
2026-03-04 04:30:00+00:00,2026-03-04 15:00:00+00:00,BUY,10.0,34.09
2026-03-04 05:15:00+00:00,2026-03-04 06:00:00+00:00,SELL,10.0,26.48
2026-03-04 05:30:00+00:00,2026-03-04 16:00:00+00:00,SELL,10.0,34.81
2026-03-04 06:15:00+00:00,2026-03-04 07:00:00+00:00,BUY,10.0,34.81
2026-03-04 06:30:00+00:00,2026-03-04 17:00:00+00:00,SELL,10.0,38.4
2026-03-04 07:15:00+00:00,2026-03-04 08:00:00+00:00,SELL,10.0,44.29
2026-03-04 07:30:00+00:00,2026-03-04 18:00:00+00:00,BUY,10.0,35.64
2026-03-04 08:15:00+00:00,2026-03-04 09:00:00+00:00,BUY,10.0,39.71
2026-03-04 08:30:00+00:00,2026-03-04 19:00:00+00:00,SELL,10.0,38.63
2026-03-04 09:15:00+00:00,2026-03-04 10:00:00+00:00,SELL,10.0,41.57
2026-03-04 09:30:00+00:00,2026-03-04 20:00:00+00:00,BUY,10.0,30.94
2026-03-04 10:15:00+00:00,2026-03-04 11:00:00+00:00,SELL,10.0,37.67
2026-03-04 10:30:00+00:00,2026-03-04 21:00:00+00:00,SELL,10.0,32.63
2026-03-04 11:15:00+00:00,2026-03-04 12:00:00+00:00,BUY,10.0,34.17
2026-03-04 11:30:00+00:00,2026-03-04 22:00:00+00:00,SELL,10.0,25.3
2026-03-04 12:15:00+00:00,2026-03-04 13:00:00+00:00,SELL,10.0,36.7
2026-03-04 12:30:00+00:00,2026-03-04 23:00:00+00:00,SELL,10.0,20.44
2026-03-04 13:15:00+00:00,2026-03-04 14:00:00+00:00,BUY,10.0,29.76
2026-03-04 13:30:00+00:00,2026-03-05 00:00:00+00:00,BUY,10.0,31.58
2026-03-04 14:15:00+00:00,2026-03-04 15:00:00+00:00,SELL,10.0,36.05
2026-03-04 14:30:00+00:00,2026-03-05 01:00:00+00:00,BUY,10.0,24.96
2026-03-04 15:15:00+00:00,2026-03-04 16:00:00+00:00,BUY,10.0,33.89
2026-03-04 15:30:00+00:00,2026-03-05 02:00:00+00:00,BUY,10.0,27.28
2026-03-04 16:15:00+00:00,2026-03-04 17:00:00+00:00,BUY,10.0,41.08
2026-03-04 16:30:00+00:00,2026-03-05 03:00:00+00:00,BUY,10.0,28.74
2026-03-04 17:15:00+00:00,2026-03-04 18:00:00+00:00,SELL,10.0,36.25
2026-03-04 17:30:00+00:00,2026-03-05 04:00:00+00:00,SELL,10.0,26.72
2026-03-04 18:15:00+00:00,2026-03-04 19:00:00+00:00,BUY,10.0,41.24
2026-03-04 18:30:00+00:00,2026-03-05 05:00:00+00:00,BUY,10.0,31.84
2026-03-04 19:15:00+00:00,2026-03-04 20:00:00+00:00,SELL,10.0,31.29
2026-03-04 19:30:00+00:00,2026-03-05 06:00:00+00:00,BUY,10.0,38.6
2026-03-04 20:15:00+00:00,2026-03-04 21:00:00+00:00,BUY,10.0,31.81
2026-03-04 20:30:00+00:00,2026-03-05 07:00:00+00:00,BUY,10.0,33.36
2026-03-04 21:15:00+00:00,2026-03-04 22:00:00+00:00,BUY,10.0,25.54
2026-03-04 21:30:00+00:00,2026-03-05 08:00:00+00:00,SELL,10.0,38.66
2026-03-04 22:15:00+00:00,2026-03-04 23:00:00+00:00,BUY,10.0,11.83
2026-03-04 22:30:00+00:00,2026-03-05 09:00:00+00:00,SELL,10.0,37.33
2026-03-04 23:15:00+00:00,2026-03-05 00:00:00+00:00,SELL,10.0,29.6
2026-03-04 23:30:00+00:00,2026-03-05 10:00:00+00:00,BUY,10.0,40.3
2026-03-05 00:15:00+00:00,2026-03-05 01:00:00+00:00,SELL,10.0,20.76
2026-03-05 00:30:00+00:00,2026-03-05 11:00:00+00:00,SELL,10.0,28.32
2026-03-05 01:15:00+00:00,2026-03-05 02:00:00+00:00,SELL,10.0,29.64
2026-03-05 01:30:00+00:00,2026-03-05 12:00:00+00:00,BUY,10.0,29.92
2026-03-05 02:15:00+00:00,2026-03-05 03:00:00+00:00,SELL,10.0,29.2
2026-03-05 02:30:00+00:00,2026-03-05 13:00:00+00:00,BUY,10.0,32.65
2026-03-05 03:15:00+00:00,2026-03-05 04:00:00+00:00,BUY,10.0,27.23
2026-03-05 03:30:00+00:00,2026-03-05 14:00:00+00:00,SELL,10.0,23.16
2026-03-05 04:15:00+00:00,2026-03-05 05:00:00+00:00,SELL,10.0,30.38
2026-03-05 04:30:00+00:00,2026-03-05 15:00:00+00:00,BUY,10.0,37.72
2026-03-05 05:15:00+00:00,2026-03-05 06:00:00+00:00,SELL,10.0,38.75
2026-03-05 05:30:00+00:00,2026-03-05 16:00:00+00:00,BUY,10.0,35.03
2026-03-05 06:15:00+00:00,2026-03-05 07:00:00+00:00,SELL,10.0,34.29
2026-03-05 06:30:00+00:00,2026-03-05 17:00:00+00:00,SELL,10.0,30.31
2026-03-05 07:15:00+00:00,2026-03-05 08:00:00+00:00,BUY,10.0,34.11
2026-03-05 07:30:00+00:00,2026-03-05 18:00:00+00:00,BUY,10.0,37.16
2026-03-05 08:15:00+00:00,2026-03-05 09:00:00+00:00,BUY,10.0,37.66
2026-03-05 08:30:00+00:00,2026-03-05 19:00:00+00:00,SELL,10.0,34.39
2026-03-05 09:15:00+00:00,2026-03-05 10:00:00+00:00,SELL,10.0,39.24
2026-03-05 09:30:00+00:00,2026-03-05 20:00:00+00:00,BUY,10.0,31.23
2026-03-05 10:15:00+00:00,2026-03-05 11:00:00+00:00,BUY,10.0,30.17
2026-03-05 10:30:00+00:00,2026-03-05 21:00:00+00:00,SELL,10.0,29.84
2026-03-05 11:15:00+00:00,2026-03-05 12:00:00+00:00,SELL,10.0,27.4
2026-03-05 11:30:00+00:00,2026-03-05 22:00:00+00:00,SELL,10.0,22.74
2026-03-05 12:15:00+00:00,2026-03-05 13:00:00+00:00,SELL,10.0,31.12
2026-03-05 12:30:00+00:00,2026-03-05 23:00:00+00:00,BUY,10.0,23.27
2026-03-05 13:15:00+00:00,2026-03-05 14:00:00+00:00,BUY,10.0,21.37
2026-03-05 13:30:00+00:00,2026-03-06 00:00:00+00:00,BUY,10.0,10.74
2026-03-05 14:15:00+00:00,2026-03-05 15:00:00+00:00,SELL,10.0,35.82
2026-03-05 14:30:00+00:00,2026-03-06 01:00:00+00:00,SELL,10.0,6.71
2026-03-05 15:15:00+00:00,2026-03-05 16:00:00+00:00,SELL,10.0,32.08
2026-03-05 15:30:00+00:00,2026-03-06 02:00:00+00:00,BUY,10.0,13.73
2026-03-05 16:15:00+00:00,2026-03-05 17:00:00+00:00,BUY,10.0,30.5
2026-03-05 16:30:00+00:00,2026-03-06 03:00:00+00:00,SELL,10.0,17.25
2026-03-05 17:15:00+00:00,2026-03-05 18:00:00+00:00,SELL,10.0,34.62
2026-03-05 17:30:00+00:00,2026-03-06 04:00:00+00:00,BUY,10.0,26.8
2026-03-05 18:15:00+00:00,2026-03-05 19:00:00+00:00,BUY,10.0,32.29
2026-03-05 18:30:00+00:00,2026-03-06 05:00:00+00:00,SELL,10.0,26.17
2026-03-05 19:15:00+00:00,2026-03-05 20:00:00+00:00,SELL,10.0,35.83
2026-03-05 19:30:00+00:00,2026-03-06 06:00:00+00:00,SELL,10.0,38.09
2026-03-05 20:15:00+00:00,2026-03-05 21:00:00+00:00,BUY,10.0,24.99
2026-03-05 20:30:00+00:00,2026-03-06 07:00:00+00:00,BUY,10.0,24.83
2026-03-05 21:15:00+00:00,2026-03-05 22:00:00+00:00,BUY,10.0,26.47
2026-03-05 21:30:00+00:00,2026-03-06 08:00:00+00:00,SELL,10.0,39.4
2026-03-05 22:15:00+00:00,2026-03-05 23:00:00+00:00,SELL,10.0,22.84
2026-03-05 22:30:00+00:00,2026-03-06 09:00:00+00:00,SELL,10.0,34.47
2026-03-05 23:15:00+00:00,2026-03-06 00:00:00+00:00,SELL,10.0,24.6
2026-03-05 23:30:00+00:00,2026-03-06 10:00:00+00:00,SELL,10.0,34.23
2026-03-06 00:15:00+00:00,2026-03-06 01:00:00+00:00,BUY,10.0,22.0
2026-03-06 00:30:00+00:00,2026-03-06 11:00:00+00:00,BUY,10.0,28.05
2026-03-06 01:15:00+00:00,2026-03-06 02:00:00+00:00,SELL,10.0,27.94
2026-03-06 01:30:00+00:00,2026-03-06 12:00:00+00:00,BUY,10.0,28.34
2026-03-06 02:15:00+00:00,2026-03-06 03:00:00+00:00,BUY,10.0,30.64
2026-03-06 02:30:00+00:00,2026-03-06 13:00:00+00:00,BUY,10.0,23.69
2026-03-06 03:15:00+00:00,2026-03-06 04:00:00+00:00,SELL,10.0,30.85
2026-03-06 03:30:00+00:00,2026-03-06 14:00:00+00:00,SELL,10.0,28.14
2026-03-06 04:15:00+00:00,2026-03-06 05:00:00+00:00,BUY,10.0,-4.81
2026-03-06 04:30:00+00:00,2026-03-06 15:00:00+00:00,BUY,10.0,23.3
2026-03-06 05:15:00+00:00,2026-03-06 06:00:00+00:00,BUY,10.0,39.19
2026-03-06 05:30:00+00:00,2026-03-06 16:00:00+00:00,SELL,10.0,25.69
2026-03-06 06:15:00+00:00,2026-03-06 07:00:00+00:00,SELL,10.0,35.72
2026-03-06 06:30:00+00:00,2026-03-06 17:00:00+00:00,BUY,10.0,31.52
2026-03-06 07:15:00+00:00,2026-03-06 08:00:00+00:00,BUY,10.0,43.05
2026-03-06 07:30:00+00:00,2026-03-06 18:00:00+00:00,BUY,10.0,35.54
2026-03-06 08:15:00+00:00,2026-03-06 09:00:00+00:00,BUY,10.0,39.84
2026-03-06 08:30:00+00:00,2026-03-06 19:00:00+00:00,SELL,10.0,27.21
2026-03-06 09:15:00+00:00,2026-03-06 10:00:00+00:00,BUY,10.0,37.36
2026-03-06 09:30:00+00:00,2026-03-06 20:00:00+00:00,BUY,10.0,21.45
2026-03-06 10:15:00+00:00,2026-03-06 11:00:00+00:00,SELL,10.0,32.99
2026-03-06 10:30:00+00:00,2026-03-06 21:00:00+00:00,SELL,10.0,13.27
2026-03-06 11:15:00+00:00,2026-03-06 12:00:00+00:00,SELL,10.0,28.71
2026-03-06 11:30:00+00:00,2026-03-06 22:00:00+00:00,SELL,10.0,20.06
2026-03-06 12:15:00+00:00,2026-03-06 13:00:00+00:00,SELL,10.0,26.66
2026-03-06 12:30:00+00:00,2026-03-06 23:00:00+00:00,BUY,10.0,-31.88
2026-03-06 13:15:00+00:00,2026-03-06 14:00:00+00:00,BUY,10.0,31.02
2026-03-06 13:30:00+00:00,2026-03-07 00:00:00+00:00,SELL,10.0,16.41
2026-03-06 14:15:00+00:00,2026-03-06 15:00:00+00:00,SELL,10.0,30.98
2026-03-06 14:30:00+00:00,2026-03-07 01:00:00+00:00,BUY,10.0,18.8
2026-03-06 15:15:00+00:00,2026-03-06 16:00:00+00:00,BUY,10.0,32.87
2026-03-06 15:30:00+00:00,2026-03-07 02:00:00+00:00,BUY,10.0,15.27
2026-03-06 16:15:00+00:00,2026-03-06 17:00:00+00:00,SELL,10.0,34.32
2026-03-06 16:30:00+00:00,2026-03-07 03:00:00+00:00,BUY,10.0,25.1
2026-03-06 17:15:00+00:00,2026-03-06 18:00:00+00:00,SELL,10.0,36.8
2026-03-06 17:30:00+00:00,2026-03-07 04:00:00+00:00,BUY,10.0,31.4
2026-03-06 18:15:00+00:00,2026-03-06 19:00:00+00:00,BUY,10.0,30.17
2026-03-06 18:30:00+00:00,2026-03-07 05:00:00+00:00,BUY,10.0,28.92
2026-03-06 19:15:00+00:00,2026-03-06 20:00:00+00:00,SELL,10.0,26.9
2026-03-06 19:30:00+00:00,2026-03-07 06:00:00+00:00,SELL,10.0,30.23
2026-03-06 20:15:00+00:00,2026-03-06 21:00:00+00:00,BUY,10.0,33.36
2026-03-06 20:30:00+00:00,2026-03-07 07:00:00+00:00,BUY,10.0,31.99
2026-03-06 21:15:00+00:00,2026-03-06 22:00:00+00:00,BUY,10.0,28.2
2026-03-06 21:30:00+00:00,2026-03-07 08:00:00+00:00,SELL,10.0,34.84
2026-03-06 22:15:00+00:00,2026-03-06 23:00:00+00:00,SELL,10.0,56.14
2026-03-06 22:30:00+00:00,2026-03-07 09:00:00+00:00,BUY,10.0,35.56
2026-03-06 23:15:00+00:00,2026-03-07 00:00:00+00:00,BUY,10.0,19.82
2026-03-06 23:30:00+00:00,2026-03-07 10:00:00+00:00,SELL,10.0,27.14
2026-03-07 00:15:00+00:00,2026-03-07 01:00:00+00:00,SELL,10.0,21.78
2026-03-07 00:30:00+00:00,2026-03-07 11:00:00+00:00,BUY,10.0,33.33
2026-03-07 01:15:00+00:00,2026-03-07 02:00:00+00:00,SELL,10.0,3.96
2026-03-07 01:30:00+00:00,2026-03-07 12:00:00+00:00,BUY,10.0,34.58
2026-03-07 02:15:00+00:00,2026-03-07 03:00:00+00:00,SELL,10.0,63.61
2026-03-07 02:30:00+00:00,2026-03-07 13:00:00+00:00,SELL,10.0,18.58
2026-03-07 03:15:00+00:00,2026-03-07 04:00:00+00:00,SELL,10.0,62.83
2026-03-07 03:30:00+00:00,2026-03-07 14:00:00+00:00,SELL,10.0,23.88
2026-03-07 04:15:00+00:00,2026-03-07 05:00:00+00:00,SELL,10.0,29.76
2026-03-07 04:30:00+00:00,2026-03-07 15:00:00+00:00,BUY,10.0,25.25
2026-03-07 05:15:00+00:00,2026-03-07 06:00:00+00:00,BUY,10.0,30.06
2026-03-07 05:30:00+00:00,2026-03-07 16:00:00+00:00,BUY,10.0,29.89
2026-03-07 06:15:00+00:00,2026-03-07 07:00:00+00:00,SELL,10.0,30.24
2026-03-07 06:30:00+00:00,2026-03-07 17:00:00+00:00,BUY,10.0,36.95
2026-03-07 07:15:00+00:00,2026-03-07 08:00:00+00:00,BUY,10.0,33.02
2026-03-07 07:30:00+00:00,2026-03-07 18:00:00+00:00,SELL,10.0,42.52
2026-03-07 08:15:00+00:00,2026-03-07 09:00:00+00:00,SELL,10.0,34.43
2026-03-07 08:30:00+00:00,2026-03-07 19:00:00+00:00,BUY,10.0,30.61
2026-03-07 09:15:00+00:00,2026-03-07 10:00:00+00:00,BUY,10.0,31.5
2026-03-07 09:30:00+00:00,2026-03-07 20:00:00+00:00,SELL,10.0,31.98
2026-03-07 10:15:00+00:00,2026-03-07 11:00:00+00:00,SELL,10.0,30.45
2026-03-07 10:30:00+00:00,2026-03-07 21:00:00+00:00,SELL,10.0,27.13
2026-03-07 11:15:00+00:00,2026-03-07 12:00:00+00:00,SELL,10.0,27.9
2026-03-07 11:30:00+00:00,2026-03-07 22:00:00+00:00,SELL,10.0,3.55
2026-03-07 12:15:00+00:00,2026-03-07 13:00:00+00:00,BUY,10.0,17.87
2026-03-07 12:30:00+00:00,2026-03-07 23:00:00+00:00,BUY,10.0,21.6
2026-03-07 13:15:00+00:00,2026-03-07 14:00:00+00:00,BUY,10.0,21.77
2026-03-07 13:30:00+00:00,2026-03-08 00:00:00+00:00,SELL,10.0,31.56
2026-03-07 14:15:00+00:00,2026-03-07 15:00:00+00:00,SELL,10.0,23.29
2026-03-07 14:30:00+00:00,2026-03-08 01:00:00+00:00,BUY,10.0,23.39
2026-03-07 15:15:00+00:00,2026-03-07 16:00:00+00:00,SELL,10.0,22.6
2026-03-07 15:30:00+00:00,2026-03-08 02:00:00+00:00,SELL,10.0,36.76
2026-03-07 16:15:00+00:00,2026-03-07 17:00:00+00:00,SELL,10.0,30.34
2026-03-07 16:30:00+00:00,2026-03-08 03:00:00+00:00,SELL,10.0,31.75
2026-03-07 17:15:00+00:00,2026-03-07 18:00:00+00:00,BUY,10.0,34.73
2026-03-07 17:30:00+00:00,2026-03-08 04:00:00+00:00,BUY,10.0,38.24
2026-03-07 18:15:00+00:00,2026-03-07 19:00:00+00:00,SELL,10.0,28.16
2026-03-07 18:30:00+00:00,2026-03-08 05:00:00+00:00,SELL,10.0,40.57
2026-03-07 19:15:00+00:00,2026-03-07 20:00:00+00:00,BUY,10.0,29.67
2026-03-07 19:30:00+00:00,2026-03-08 06:00:00+00:00,BUY,10.0,40.47
2026-03-07 20:15:00+00:00,2026-03-07 21:00:00+00:00,BUY,10.0,27.32
2026-03-07 20:30:00+00:00,2026-03-08 07:00:00+00:00,SELL,10.0,39.71
2026-03-07 21:15:00+00:00,2026-03-07 22:00:00+00:00,BUY,10.0,8.88
2026-03-07 21:30:00+00:00,2026-03-08 08:00:00+00:00,BUY,10.0,46.1
2026-03-07 22:15:00+00:00,2026-03-07 23:00:00+00:00,SELL,10.0,18.15
2026-03-07 22:30:00+00:00,2026-03-08 09:00:00+00:00,BUY,10.0,42.31
2026-03-07 23:15:00+00:00,2026-03-08 00:00:00+00:00,BUY,10.0,28.42
2026-03-07 23:30:00+00:00,2026-03-08 10:00:00+00:00,SELL,10.0,42.23
2026-03-08 00:15:00+00:00,2026-03-08 01:00:00+00:00,SELL,10.0,28.6
2026-03-08 00:30:00+00:00,2026-03-08 11:00:00+00:00,SELL,10.0,41.58
2026-03-08 01:15:00+00:00,2026-03-08 02:00:00+00:00,BUY,10.0,31.96
2026-03-08 01:30:00+00:00,2026-03-08 12:00:00+00:00,BUY,10.0,34.87
2026-03-08 02:15:00+00:00,2026-03-08 03:00:00+00:00,BUY,10.0,33.09
2026-03-08 02:30:00+00:00,2026-03-08 13:00:00+00:00,BUY,10.0,39.92
2026-03-08 03:15:00+00:00,2026-03-08 04:00:00+00:00,SELL,10.0,38.86
2026-03-08 03:30:00+00:00,2026-03-08 14:00:00+00:00,BUY,10.0,33.84
2026-03-08 04:15:00+00:00,2026-03-08 05:00:00+00:00,BUY,10.0,40.37
2026-03-08 04:30:00+00:00,2026-03-08 15:00:00+00:00,BUY,10.0,30.57
2026-03-08 05:15:00+00:00,2026-03-08 06:00:00+00:00,SELL,10.0,40.04
2026-03-08 05:30:00+00:00,2026-03-08 16:00:00+00:00,SELL,10.0,36.44
2026-03-08 06:15:00+00:00,2026-03-08 07:00:00+00:00,BUY,10.0,39.14
2026-03-08 06:30:00+00:00,2026-03-08 17:00:00+00:00,BUY,10.0,41.83
2026-03-08 07:15:00+00:00,2026-03-08 08:00:00+00:00,SELL,10.0,43.49
2026-03-08 07:30:00+00:00,2026-03-08 18:00:00+00:00,SELL,10.0,43.78
2026-03-08 08:15:00+00:00,2026-03-08 09:00:00+00:00,SELL,10.0,42.68
2026-03-08 08:30:00+00:00,2026-03-08 19:00:00+00:00,BUY,10.0,44.31
2026-03-08 09:15:00+00:00,2026-03-08 10:00:00+00:00,BUY,10.0,41.58
2026-03-08 09:30:00+00:00,2026-03-08 20:00:00+00:00,BUY,10.0,38.01
2026-03-08 10:15:00+00:00,2026-03-08 11:00:00+00:00,BUY,10.0,38.92
2026-03-08 10:30:00+00:00,2026-03-08 21:00:00+00:00,SELL,10.0,31.76
2026-03-08 11:15:00+00:00,2026-03-08 12:00:00+00:00,SELL,10.0,37.09
2026-03-08 11:30:00+00:00,2026-03-08 22:00:00+00:00,SELL,10.0,37.53
2026-03-08 12:15:00+00:00,2026-03-08 13:00:00+00:00,SELL,10.0,38.39
2026-03-08 12:30:00+00:00,2026-03-08 23:00:00+00:00,BUY,10.0,23.33
2026-03-08 13:15:00+00:00,2026-03-08 14:00:00+00:00,SELL,10.0,32.17
2026-03-08 13:30:00+00:00,2026-03-09 00:00:00+00:00,BUY,10.0,16.41
2026-03-08 14:15:00+00:00,2026-03-08 15:00:00+00:00,SELL,10.0,34.91
2026-03-08 14:30:00+00:00,2026-03-09 01:00:00+00:00,SELL,10.0,25.29
2026-03-08 15:15:00+00:00,2026-03-08 16:00:00+00:00,BUY,10.0,37.3
2026-03-08 15:30:00+00:00,2026-03-09 02:00:00+00:00,BUY,10.0,25.47
2026-03-08 16:15:00+00:00,2026-03-08 17:00:00+00:00,SELL,10.0,41.18
2026-03-08 16:30:00+00:00,2026-03-09 03:00:00+00:00,SELL,10.0,21.58
2026-03-08 17:15:00+00:00,2026-03-08 18:00:00+00:00,BUY,10.0,47.1
2026-03-08 17:30:00+00:00,2026-03-09 04:00:00+00:00,BUY,10.0,26.69
2026-03-08 18:15:00+00:00,2026-03-08 19:00:00+00:00,SELL,10.0,42.88
2026-03-08 18:30:00+00:00,2026-03-09 05:00:00+00:00,SELL,10.0,36.43
2026-03-08 19:15:00+00:00,2026-03-08 20:00:00+00:00,SELL,10.0,35.94
2026-03-08 19:30:00+00:00,2026-03-09 06:00:00+00:00,BUY,10.0,42.74
2026-03-08 20:15:00+00:00,2026-03-08 21:00:00+00:00,BUY,10.0,33.36
2026-03-08 20:30:00+00:00,2026-03-09 07:00:00+00:00,BUY,10.0,44.08
2026-03-08 21:15:00+00:00,2026-03-08 22:00:00+00:00,BUY,10.0,36.42
2026-03-08 21:30:00+00:00,2026-03-09 08:00:00+00:00,BUY,10.0,36.02
2026-03-08 22:15:00+00:00,2026-03-08 23:00:00+00:00,SELL,10.0,26.68
2026-03-08 22:30:00+00:00,2026-03-09 09:00:00+00:00,SELL,10.0,36.85
2026-03-08 23:15:00+00:00,2026-03-09 00:00:00+00:00,SELL,10.0,14.92
2026-03-08 23:30:00+00:00,2026-03-09 10:00:00+00:00,BUY,10.0,35.41
2026-03-09 00:15:00+00:00,2026-03-09 01:00:00+00:00,BUY,10.0,19.97
2026-03-09 00:30:00+00:00,2026-03-09 11:00:00+00:00,BUY,10.0,27.22
2026-03-09 01:15:00+00:00,2026-03-09 02:00:00+00:00,SELL,10.0,21.36
