target_ts,variable,value_mw
2025-01-04 20:00:00+00:00,wind,5109.4
2025-01-04 21:00:00+00:00,wind,4419.2
2025-01-04 22:00:00+00:00,wind,4967.9
2025-01-04 23:00:00+00:00,wind,4119.3
2025-01-05 00:00:00+00:00,wind,5121.5
2025-01-05 01:00:00+00:00,wind,4821.3
2025-01-05 02:00:00+00:00,wind,4519.5
2025-01-05 03:00:00+00:00,wind,5304.0
2025-01-05 04:00:00+00:00,wind,5188.4
2025-01-05 05:00:00+00:00,wind,5333.7
2025-01-05 06:00:00+00:00,wind,4653.2
2025-01-05 07:00:00+00:00,wind,4626.5
2025-01-05 08:00:00+00:00,wind,5060.9
2025-01-05 09:00:00+00:00,wind,4966.0
2025-01-05 10:00:00+00:00,wind,5084.4
2025-01-05 11:00:00+00:00,wind,4891.8
2025-01-05 12:00:00+00:00,wind,4953.1
2025-01-05 13:00:00+00:00,wind,4581.9
2025-01-05 14:00:00+00:00,wind,5362.8
2025-01-05 15:00:00+00:00,wind,4993.7
2025-01-05 16:00:00+00:00,wind,4603.9
2025-01-05 17:00:00+00:00,wind,5241.6
2025-01-05 18:00:00+00:00,wind,5286.8
2025-01-05 19:00:00+00:00,wind,5059.3
2025-01-05 20:00:00+00:00,wind,5046.2
2025-01-05 21:00:00+00:00,wind,4858.7
2025-01-05 22:00:00+00:00,wind,4985.9
2025-01-05 23:00:00+00:00,wind,4474.7
2025-01-06 00:00:00+00:00,wind,3319.9
2025-01-06 01:00:00+00:00,wind,3514.6
2025-01-06 02:00:00+00:00,wind,4008.3
2025-01-06 03:00:00+00:00,wind,4302.4
2025-01-06 04:00:00+00:00,wind,3803.7
2025-01-06 05:00:00+00:00,wind,3818.7
2025-01-06 06:00:00+00:00,wind,4126.0
2025-01-06 07:00:00+00:00,wind,3730.2
2025-01-06 08:00:00+00:00,wind,4020.6
2025-01-06 09:00:00+00:00,wind,3879.6
2025-01-06 10:00:00+00:00,wind,3399.8
2025-01-06 11:00:00+00:00,wind,3922.5
2025-01-06 12:00:00+00:00,wind,4038.4
2025-01-06 13:00:00+00:00,wind,3426.1
2025-01-06 14:00:00+00:00,wind,3561.9
2025-01-06 15:00:00+00:00,wind,3375.7
2025-01-06 16:00:00+00:00,wind,4282.9
2025-01-06 17:00:00+00:00,wind,4576.1
2025-01-06 18:00:00+00:00,wind,4024.3
2025-01-06 19:00:00+00:00,wind,4476.7
2025-01-06 20:00:00+00:00,wind,3457.9
2025-01-06 21:00:00+00:00,wind,4187.1
2025-01-06 22:00:00+00:00,wind,4352.3
2025-01-06 23:00:00+00:00,wind,4576.7
2025-01-07 00:00:00+00:00,wind,3306.6
2025-01-07 01:00:00+00:00,wind,4007.7
2025-01-07 02:00:00+00:00,wind,3548.9
2025-01-07 03:00:00+00:00,wind,3943.1
2025-01-07 04:00:00+00:00,wind,3324.2
2025-01-07 05:00:00+00:00,wind,3506.9
2025-01-07 06:00:00+00:00,wind,3335.2
2025-01-07 07:00:00+00:00,wind,3736.3
2025-01-07 08:00:00+00:00,wind,3591.8
2025-01-07 09:00:00+00:00,wind,4065.7
2025-01-07 10:00:00+00:00,wind,3846.7
2025-01-07 11:00:00+00:00,wind,3745.5
2025-01-07 12:00:00+00:00,wind,3602.5
2025-01-07 13:00:00+00:00,wind,3546.0
2025-01-07 14:00:00+00:00,wind,3687.7
2025-01-07 15:00:00+00:00,wind,3843.1
2025-01-07 16:00:00+00:00,wind,3713.2
2025-01-07 17:00:00+00:00,wind,3756.5
2025-01-07 18:00:00+00:00,wind,3615.3
2025-01-07 19:00:00+00:00,wind,3619.3
2025-01-07 20:00:00+00:00,wind,3456.7
2025-01-07 21:00:00+00:00,wind,2972.4
2025-01-07 22:00:00+00:00,wind,3834.0
2025-01-07 23:00:00+00:00,wind,3720.6
2025-01-08 00:00:00+00:00,wind,2509.7
2025-01-08 01:00:00+00:00,wind,3396.0
2025-01-08 02:00:00+00:00,wind,2407.2
2025-01-08 03:00:00+00:00,wind,3142.0
2025-01-08 04:00:00+00:00,wind,2756.8
2025-01-08 05:00:00+00:00,wind,2913.2
2025-01-08 06:00:00+00:00,wind,3117.2
2025-01-08 07:00:00+00:00,wind,3003.3
2025-01-08 08:00:00+00:00,wind,2806.5
2025-01-08 09:00:00+00:00,wind,2458.2
2025-01-08 10:00:00+00:00,wind,2465.6
2025-01-08 11:00:00+00:00,wind,2802.2
2025-01-08 12:00:00+00:00,wind,3254.7
2025-01-08 13:00:00+00:00,wind,2976.1
2025-01-08 14:00:00+00:00,wind,2735.9
2025-01-08 15:00:00+00:00,wind,2819.1
2025-01-08 16:00:00+00:00,wind,2982.9
2025-01-08 17:00:00+00:00,wind,3457.9
2025-01-08 18:00:00+00:00,wind,2527.2
2025-01-08 19:00:00+00:00,wind,2988.6
2025-01-08 20:00:00+00:00,wind,2908.6
2025-01-08 21:00:00+00:00,wind,2477.5
2025-01-08 22:00:00+00:00,wind,2503.1
2025-01-08 23:00:00+00:00,wind,3158.9
2025-01-09 00:00:00+00:00,wind,2355.3
2025-01-09 01:00:00+00:00,wind,2265.6
2025-01-09 02:00:00+00:00,wind,2376.6
2025-01-09 03:00:00+00:00,wind,2553.6
2025-01-09 04:00:00+00:00,wind,2376.1
2025-01-09 05:00:00+00:00,wind,2811.0
2025-01-09 06:00:00+00:00,wind,2176.6
2025-01-09 07:00:00+00:00,wind,1954.3
2025-01-09 08:00:00+00:00,wind,2251.3
2025-01-09 09:00:00+00:00,wind,1988.2
2025-01-09 10:00:00+00:00,wind,2259.6
2025-01-09 11:00:00+00:00,wind,2631.4
2025-01-09 12:00:00+00:00,wind,2739.4
2025-01-09 13:00:00+00:00,wind,2502.9
2025-01-09 14:00:00+00:00,wind,2280.7
2025-01-09 15:00:00+00:00,wind,2068.9
2025-01-09 16:00:00+00:00,wind,1927.1
2025-01-09 17:00:00+00:00,wind,2352.0
2025-01-09 18:00:00+00:00,wind,2316.4
2025-01-09 19:00:00+00:00,wind,2071.5
2025-01-09 20:00:00+00:00,wind,2083.4
2025-01-09 21:00:00+00:00,wind,2735.8
2025-01-09 22:00:00+00:00,wind,2485.3
2025-01-09 23:00:00+00:00,wind,2161.1
2025-01-10 00:00:00+00:00,wind,806.1
2025-01-10 01:00:00+00:00,wind,1168.4
2025-01-10 02:00:00+00:00,wind,725.7
2025-01-10 03:00:00+00:00,wind,793.5
2025-01-10 04:00:00+00:00,wind,291.7
2025-01-10 05:00:00+00:00,wind,288.0
2025-01-10 06:00:00+00:00,wind,200.2
2025-01-10 07:00:00+00:00,wind,2.8
2025-01-10 08:00:00+00:00,wind,762.1
2025-01-10 09:00:00+00:00,wind,859.2
2025-01-10 10:00:00+00:00,wind,581.0
2025-01-10 11:00:00+00:00,wind,846.0
2025-01-10 12:00:00+00:00,wind,793.1
2025-01-10 13:00:00+00:00,wind,675.2
2025-01-10 14:00:00+00:00,wind,386.0
2025-01-10 15:00:00+00:00,wind,1209.7
2025-01-10 16:00:00+00:00,wind,1169.2
2025-01-10 17:00:00+00:00,wind,498.8
2025-01-10 18:00:00+00:00,wind,1319.9
2025-01-10 19:00:00+00:00,wind,794.8
2025-01-10 20:00:00+00:00,wind,537.0
2025-01-10 21:00:00+00:00,wind,500.4
2025-01-10 22:00:00+00:00,wind,242.5
2025-01-10 23:00:00+00:00,wind,645.1
2025-01-11 00:00:00+00:00,wind,603.7
2025-01-11 01:00:00+00:00,wind,1578.0
2025-01-11 02:00:00+00:00,wind,1458.4
2025-01-11 03:00:00+00:00,wind,886.5
2025-01-11 04:00:00+00:00,wind,1334.5
2025-01-11 05:00:00+00:00,wind,608.0
2025-01-11 06:00:00+00:00,wind,1408.7
2025-01-11 07:00:00+00:00,wind,1331.1
2025-01-11 08:00:00+00:00,wind,1330.6
2025-01-11 09:00:00+00:00,wind,886.8
2025-01-11 10:00:00+00:00,wind,1208.2
2025-01-11 11:00:00+00:00,wind,1081.1
2025-01-11 12:00:00+00:00,wind,1313.6
2025-01-11 13:00:00+00:00,wind,1668.1
2025-01-11 14:00:00+00:00,wind,1592.1
2025-01-11 15:00:00+00:00,wind,1609.1
2025-01-11 16:00:00+00:00,wind,939.8
2025-01-11 17:00:00+00:00,wind,926.1
2025-01-11 18:00:00+00:00,wind,1261.5
2025-01-11 19:00:00+00:00,wind,1423.4
2025-01-11 20:00:00+00:00,wind,639.3
2025-01-11 21:00:00+00:00,wind,942.5
2025-01-11 22:00:00+00:00,wind,1764.5
2025-01-11 23:00:00+00:00,wind,733.3
2025-01-12 00:00:00+00:00,wind,206.6
2025-01-12 01:00:00+00:00,wind,374.5
2025-01-12 02:00:00+00:00,wind,582.9
2025-01-12 03:00:00+00:00,wind,451.4
2025-01-12 04:00:00+00:00,wind,361.9
2025-01-12 05:00:00+00:00,wind,40.1
2025-01-12 06:00:00+00:00,wind,760.2
2025-01-12 07:00:00+00:00,wind,482.3
2025-01-12 08:00:00+00:00,wind,274.1
2025-01-12 09:00:00+00:00,wind,546.9
2025-01-12 10:00:00+00:00,wind,760.2
2025-01-12 11:00:00+00:00,wind,31.4
2025-01-12 12:00:00+00:00,wind,0.0
2025-01-12 13:00:00+00:00,wind,171.3
2025-01-12 14:00:00+00:00,wind,120.9
2025-01-12 15:00:00+00:00,wind,15.2
2025-01-12 16:00:00+00:00,wind,228.8
2025-01-12 17:00:00+00:00,wind,750.5
2025-01-12 18:00:00+00:00,wind,308.0
2025-01-12 19:00:00+00:00,wind,682.2
2025-01-12 20:00:00+00:00,wind,47.6
2025-01-12 21:00:00+00:00,wind,445.2
2025-01-12 22:00:00+00:00,wind,824.3
2025-01-12 23:00:00+00:00,wind,927.1
2025-01-13 00:00:00+00:00,wind,282.5
2025-01-13 01:00:00+00:00,wind,388.5
2025-01-13 02:00:00+00:00,wind,705.2
2025-01-13 03:00:00+00:00,wind,36.9
2025-01-13 04:00:00+00:00,wind,363.4
2025-01-13 05:00:00+00:00,wind,0.0
2025-01-13 06:00:00+00:00,wind,596.0
2025-01-13 07:00:00+00:00,wind,591.3
2025-01-13 08:00:00+00:00,wind,1085.9
2025-01-13 09:00:00+00:00,wind,646.2
2025-01-13 10:00:00+00:00,wind,278.9
2025-01-13 11:00:00+00:00,wind,439.7
2025-01-13 12:00:00+00:00,wind,235.3
2025-01-13 13:00:00+00:00,wind,483.3
2025-01-13 14:00:00+00:00,wind,471.9
2025-01-13 15:00:00+00:00,wind,359.1
2025-01-13 16:00:00+00:00,wind,694.6
2025-01-13 17:00:00+00:00,wind,83.9
2025-01-13 18:00:00+00:00,wind,632.6
2025-01-13 19:00:00+00:00,wind,617.4
2025-01-13 20:00:00+00:00,wind,132.7
2025-01-13 21:00:00+00:00,wind,1076.0
2025-01-13 22:00:00+00:00,wind,186.5
2025-01-13 23:00:00+00:00,wind,1254.2
2025-01-14 00:00:00+00:00,wind,2184.6
2025-01-14 01:00:00+00:00,wind,2132.6
2025-01-14 02:00:00+00:00,wind,1895.0
2025-01-14 03:00:00+00:00,wind,2285.3
2025-01-14 04:00:00+00:00,wind,1659.4
2025-01-14 05:00:00+00:00,wind,1723.9
2025-01-14 06:00:00+00:00,wind,1237.3
2025-01-14 07:00:00+00:00,wind,2170.8
2025-01-14 08:00:00+00:00,wind,1708.3
2025-01-14 09:00:00+00:00,wind,2273.1
2025-01-14 10:00:00+00:00,wind,2036.5
2025-01-14 11:00:00+00:00,wind,1464.0
2025-01-14 12:00:00+00:00,wind,2180.9
2025-01-14 13:00:00+00:00,wind,2002.6
2025-01-14 14:00:00+00:00,wind,1952.7
2025-01-14 15:00:00+00:00,wind,2080.3
2025-01-14 16:00:00+00:00,wind,1915.2
2025-01-14 17:00:00+00:00,wind,1906.0
2025-01-14 18:00:00+00:00,wind,2266.8
2025-01-14 19:00:00+00:00,wind,1603.9
2025-01-14 20:00:00+00:00,wind,1670.3
2025-01-14 21:00:00+00:00,wind,1717.3
2025-01-14 22:00:00+00:00,wind,2285.3
2025-01-14 23:00:00+00:00,wind,1931.8
2025-01-15 00:00:00+00:00,wind,3843.7
2025-01-15 01:00:00+00:00,wind,2443.2
2025-01-15 02:00:00+00:00,wind,3066.1
2025-01-15 03:00:00+00:00,wind,3295.4
2025-01-15 04:00:00+00:00,wind,3496.4
2025-01-15 05:00:00+00:00,wind,3751.7
2025-01-15 06:00:00+00:00,wind,3292.1
2025-01-15 07:00:00+00:00,wind,3210.6
2025-01-15 08:00:00+00:00,wind,3580.6
2025-01-15 09:00:00+00:00,wind,3854.4
2025-01-15 10:00:00+00:00,wind,2471.5
2025-01-15 11:00:00+00:00,wind,3472.3
2025-01-15 12:00:00+00:00,wind,3564.2
2025-01-15 13:00:00+00:00,wind,3034.7
2025-01-15 14:00:00+00:00,wind,3303.7
2025-01-15 15:00:00+00:00,wind,3540.6
2025-01-15 16:00:00+00:00,wind,3417.9
2025-01-15 17:00:00+00:00,wind,3247.5
2025-01-15 18:00:00+00:00,wind,3007.1
2025-01-15 19:00:00+00:00,wind,3530.6
2025-01-15 20:00:00+00:00,wind,3136.2
2025-01-15 21:00:00+00:00,wind,3450.0
2025-01-15 22:00:00+00:00,wind,3221.9
2025-01-15 23:00:00+00:00,wind,3417.8
2025-01-16 00:00:00+00:00,wind,2372.3
2025-01-16 01:00:00+00:00,wind,2131.6
2025-01-16 02:00:00+00:00,wind,2340.4
2025-01-16 03:00:00+00:00,wind,1668.8
2025-01-16 04:00:00+00:00,wind,2194.3
2025-01-16 05:00:00+00:00,wind,2155.0
2025-01-16 06:00:00+00:00,wind,1838.8
2025-01-16 07:00:00+00:00,wind,2051.9
2025-01-16 08:00:00+00:00,wind,1217.6
2025-01-16 09:00:00+00:00,wind,2037.9
2025-01-16 10:00:00+00:00,wind,2011.3
2025-01-16 11:00:00+00:00,wind,1293.7
2025-01-16 12:00:00+00:00,wind,2276.3
2025-01-16 13:00:00+00:00,wind,1854.1
2025-01-16 14:00:00+00:00,wind,2047.8
2025-01-16 15:00:00+00:00,wind,2065.6
2025-01-16 16:00:00+00:00,wind,2105.8
2025-01-16 17:00:00+00:00,wind,1928.9
2025-01-16 18:00:00+00:00,wind,2066.0
2025-01-16 19:00:00+00:00,wind,2247.4
2025-01-16 20:00:00+00:00,wind,2391.4
2025-01-16 21:00:00+00:00,wind,1368.0
2025-01-16 22:00:00+00:00,wind,2095.0
2025-01-16 23:00:00+00:00,wind,1827.4
2025-01-17 00:00:00+00:00,wind,1145.5
2025-01-17 01:00:00+00:00,wind,1750.4
2025-01-17 02:00:00+00:00,wind,1670.5
2025-01-17 03:00:00+00:00,wind,1015.0
2025-01-17 04:00:00+00:00,wind,1091.3
2025-01-17 05:00:00+00:00,wind,1537.4
2025-01-17 06:00:00+00:00,wind,1187.5
2025-01-17 07:00:00+00:00,wind,1274.3
2025-01-17 08:00:00+00:00,wind,857.4
2025-01-17 09:00:00+00:00,wind,1494.9
2025-01-17 10:00:00+00:00,wind,1561.0
2025-01-17 11:00:00+00:00,wind,1248.8
2025-01-17 12:00:00+00:00,wind,1288.4
2025-01-17 13:00:00+00:00,wind,1865.2
2025-01-17 14:00:00+00:00,wind,1637.3
2025-01-17 15:00:00+00:00,wind,1928.7
2025-01-17 16:00:00+00:00,wind,1673.1
2025-01-17 17:00:00+00:00,wind,1779.4
2025-01-17 18:00:00+00:00,wind,788.6
2025-01-17 19:00:00+00:00,wind,1013.9
2025-01-17 20:00:00+00:00,wind,862.2
2025-01-17 21:00:00+00:00,wind,2074.3
2025-01-17 22:00:00+00:00,wind,1435.0
2025-01-17 23:00:00+00:00,wind,1319.2
2025-01-18 00:00:00+00:00,wind,472.5
2025-01-18 01:00:00+00:00,wind,361.6
2025-01-18 02:00:00+00:00,wind,0.0
2025-01-18 03:00:00+00:00,wind,1300.3
2025-01-18 04:00:00+00:00,wind,590.4
2025-01-18 05:00:00+00:00,wind,692.6
2025-01-18 06:00:00+00:00,wind,382.3
2025-01-18 07:00:00+00:00,wind,694.9
2025-01-18 08:00:00+00:00,wind,937.4
2025-01-18 09:00:00+00:00,wind,613.5
2025-01-18 10:00:00+00:00,wind,869.1
2025-01-18 11:00:00+00:00,wind,388.8
2025-01-18 12:00:00+00:00,wind,802.6
2025-01-18 13:00:00+00:00,wind,1000.4
2025-01-18 14:00:00+00:00,wind,796.8
2025-01-18 15:00:00+00:00,wind,789.6
2025-01-18 16:00:00+00:00,wind,646.8
2025-01-18 17:00:00+00:00,wind,381.9
2025-01-18 18:00:00+00:00,wind,847.8
2025-01-18 19:00:00+00:00,wind,506.7
2025-01-18 20:00:00+00:00,wind,294.1
2025-01-18 21:00:00+00:00,wind,851.2
2025-01-18 22:00:00+00:00,wind,371.0
2025-01-18 23:00:00+00:00,wind,498.4
2025-01-19 00:00:00+00:00,wind,680.5
2025-01-19 01:00:00+00:00,wind,748.2
2025-01-19 02:00:00+00:00,wind,309.9
2025-01-19 03:00:00+00:00,wind,495.1
2025-01-19 04:00:00+00:00,wind,628.0
2025-01-19 05:00:00+00:00,wind,398.5
2025-01-19 06:00:00+00:00,wind,209.6
2025-01-19 07:00:00+00:00,wind,521.3
2025-01-19 08:00:00+00:00,wind,589.3
2025-01-19 09:00:00+00:00,wind,500.2
2025-01-19 10:00:00+00:00,wind,818.0
2025-01-19 11:00:00+00:00,wind,533.1
2025-01-19 12:00:00+00:00,wind,430.2
2025-01-19 13:00:00+00:00,wind,568.6
2025-01-19 14:00:00+00:00,wind,1054.3
2025-01-19 15:00:00+00:00,wind,317.3
2025-01-19 16:00:00+00:00,wind,277.2
2025-01-19 17:00:00+00:00,wind,262.5
2025-01-19 18:00:00+00:00,wind,539.8
2025-01-19 19:00:00+00:00,wind,255.2
2025-01-19 20:00:00+00:00,wind,575.4
2025-01-19 21:00:00+00:00,wind,769.3
2025-01-19 22:00:00+00:00,wind,299.3
2025-01-19 23:00:00+00:00,wind,496.9
2025-01-20 00:00:00+00:00,wind,177.1
2025-01-20 01:00:00+00:00,wind,449.1
2025-01-20 02:00:00+00:00,wind,178.8
2025-01-20 03:00:00+00:00,wind,122.1
2025-01-20 04:00:00+00:00,wind,286.6
2025-01-20 05:00:00+00:00,wind,307.9
2025-01-20 06:00:00+00:00,wind,700.2
2025-01-20 07:00:00+00:00,wind,921.2
2025-01-20 08:00:00+00:00,wind,249.6
2025-01-20 09:00:00+00:00,wind,308.0
2025-01-20 10:00:00+00:00,wind,494.2
2025-01-20 11:00:00+00:00,wind,297.3
2025-01-20 12:00:00+00:00,wind,219.2
2025-01-20 13:00:00+00:00,wind,523.6
2025-01-20 14:00:00+00:00,wind,828.6
2025-01-20 15:00:00+00:00,wind,872.8
2025-01-20 16:00:00+00:00,wind,406.1
2025-01-20 17:00:00+00:00,wind,341.5
2025-01-20 18:00:00+00:00,wind,313.7
2025-01-20 19:00:00+00:00,wind,504.6
2025-01-20 20:00:00+00:00,wind,294.8
2025-01-20 21:00:00+00:00,wind,286.9
2025-01-20 22:00:00+00:00,wind,523.1
2025-01-20 23:00:00+00:00,wind,755.9
2025-01-21 00:00:00+00:00,wind,609.1
2025-01-21 01:00:00+00:00,wind,261.0
2025-01-21 02:00:00+00:00,wind,192.3
2025-01-21 03:00:00+00:00,wind,216.6
2025-01-21 04:00:00+00:00,wind,480.4
2025-01-21 05:00:00+00:00,wind,145.1
2025-01-21 06:00:00+00:00,wind,567.2
2025-01-21 07:00:00+00:00,wind,255.9
2025-01-21 08:00:00+00:00,wind,549.0
2025-01-21 09:00:00+00:00,wind,627.6
2025-01-21 10:00:00+00:00,wind,247.5
2025-01-21 11:00:00+00:00,wind,369.8
2025-01-21 12:00:00+00:00,wind,843.5
2025-01-21 13:00:00+00:00,wind,470.0
2025-01-21 14:00:00+00:00,wind,723.9
2025-01-21 15:00:00+00:00,wind,524.4
2025-01-21 16:00:00+00:00,wind,81.6
2025-01-21 17:00:00+00:00,wind,528.8
2025-01-21 18:00:00+00:00,wind,556.2
2025-01-21 19:00:00+00:00,wind,604.2
2025-01-21 20:00:00+00:00,wind,663.7
2025-01-21 21:00:00+00:00,wind,3.4
2025-01-21 22:00:00+00:00,wind,676.2
2025-01-21 23:00:00+00:00,wind,62.2
2025-01-22 00:00:00+00:00,wind,77.4
2025-01-22 01:00:00+00:00,wind,0.0
2025-01-22 02:00:00+00:00,wind,333.6
2025-01-22 03:00:00+00:00,wind,160.8
2025-01-22 04:00:00+00:00,wind,439.7
2025-01-22 05:00:00+00:00,wind,0.0
2025-01-22 06:00:00+00:00,wind,291.2
2025-01-22 07:00:00+00:00,wind,218.0
2025-01-22 08:00:00+00:00,wind,147.6
2025-01-22 09:00:00+00:00,wind,0.0
2025-01-22 10:00:00+00:00,wind,308.6
2025-01-22 11:00:00+00:00,wind,148.0
2025-01-22 12:00:00+00:00,wind,217.4
2025-01-22 13:00:00+00:00,wind,82.0
2025-01-22 14:00:00+00:00,wind,0.0
2025-01-22 15:00:00+00:00,wind,177.4
2025-01-22 16:00:00+00:00,wind,211.0
2025-01-22 17:00:00+00:00,wind,418.1
2025-01-22 18:00:00+00:00,wind,605.0
2025-01-22 19:00:00+00:00,wind,0.0
2025-01-22 20:00:00+00:00,wind,687.6
2025-01-22 21:00:00+00:00,wind,0.0
2025-01-22 22:00:00+00:00,wind,420.9
2025-01-22 23:00:00+00:00,wind,0.0
2025-01-23 00:00:00+00:00,wind,1565.2
2025-01-23 01:00:00+00:00,wind,624.1
2025-01-23 02:00:00+00:00,wind,1258.6
2025-01-23 03:00:00+00:00,wind,702.8
2025-01-23 04:00:00+00:00,wind,653.3
2025-01-23 05:00:00+00:00,wind,1207.9
2025-01-23 06:00:00+00:00,wind,1176.0
2025-01-23 07:00:00+00:00,wind,740.6
2025-01-23 08:00:00+00:00,wind,1584.5
2025-01-23 09:00:00+00:00,wind,844.7
2025-01-23 10:00:00+00:00,wind,1467.1
2025-01-23 11:00:00+00:00,wind,677.9
2025-01-23 12:00:00+00:00,wind,709.3
2025-01-23 13:00:00+00:00,wind,1024.8
2025-01-23 14:00:00+00:00,wind,741.1
2025-01-23 15:00:00+00:00,wind,1176.1
2025-01-23 16:00:00+00:00,wind,425.7
2025-01-23 17:00:00+00:00,wind,846.0
2025-01-23 18:00:00+00:00,wind,772.1
2025-01-23 19:00:00+00:00,wind,604.9
2025-01-23 20:00:00+00:00,wind,1036.3
2025-01-23 21:00:00+00:00,wind,772.6
2025-01-23 22:00:00+00:00,wind,790.9
2025-01-23 23:00:00+00:00,wind,1146.2
2025-01-24 00:00:00+00:00,wind,1055.5
2025-01-24 01:00:00+00:00,wind,1174.5
2025-01-24 02:00:00+00:00,wind,1360.4
2025-01-24 03:00:00+00:00,wind,956.7
2025-01-24 04:00:00+00:00,wind,1101.1
2025-01-24 05:00:00+00:00,wind,1022.7
2025-01-24 06:00:00+00:00,wind,1246.9
2025-01-24 07:00:00+00:00,wind,1230.5
2025-01-24 08:00:00+00:00,wind,928.3
2025-01-24 09:00:00+00:00,wind,528.3
2025-01-24 10:00:00+00:00,wind,639.7
2025-01-24 11:00:00+00:00,wind,560.4
2025-01-24 12:00:00+00:00,wind,1143.2
2025-01-24 13:00:00+00:00,wind,956.9
2025-01-24 14:00:00+00:00,wind,915.9
