product_id,da_price_eur_mwh
381,39.51
382,36.98
383,31.14
384,40.05
385,40.5
386,33.81
387,53.15
388,46.07
389,43.94
390,58.76
391,79.74
392,86.1
393,57.86
394,59.88
395,58.49
396,46.95
397,41.06
398,46.18
399,37.54
400,39.39
401,46.87
402,65.54
403,62.18
404,64.02
405,39.46
406,39.87
407,44.84
408,43.14
409,45.62
410,55.51
411,44.68
412,60.71
413,60.01
414,100.31
415,93.36
416,62.73
417,87.55
418,68.34
419,84.01
420,51.95
421,57.01
422,66.18
423,53.3
424,63.34
425,88.3
426,62.04
427,92.47
428,59.78
429,49.57
430,43.32
431,41.6
432,38.13
433,32.46
434,39.81
435,40.37
436,44.71
437,49.4
438,72.61
439,64.21
440,68.03
441,62.72
442,43.39
443,60.49
444,49.11
445,39.24
446,36.69
447,42.29
448,59.13
449,60.15
450,81.8
451,65.65
452,54.42
453,40.06
454,44.41
455,34.7
456,37.48
457,36.54
458,34.66
459,37.48
460,42.19
461,43.21
462,44.54
463,47.53
464,58.16
465,55.1
466,44.72
467,39.0
468,43.16
469,33.79
470,37.0
471,39.62
472,36.12
473,51.44
474,51.34
475,39.8
476,38.34
477,34.63
478,29.76
479,30.47
480,32.38
481,31.75
482,42.23
483,34.35
484,37.05
485,41.77
486,44.09
487,66.94
488,58.93
489,56.19
490,51.01
491,39.85
492,35.53
493,36.89
494,34.37
495,37.79
496,50.04
497,38.63
498,44.22
499,49.14
500,42.95
501,39.57
502,33.38
503,36.21
504,42.51
505,45.89
506,39.85
507,44.84
508,45.55
509,56.25
510,58.57
511,67.51
512,67.44
513,80.82
514,75.01
515,56.76
516,52.28
517,45.51
518,49.85
519,48.12
520,59.94
521,55.63
522,67.79
523,75.49
524,54.14
525,44.6
526,38.57
527,47.1
528,21.63
529,30.43
530,29.75
531,29.56
532,37.58
533,32.83
534,35.51
535,41.11
536,44.36
537,42.2
538,32.38
539,42.48
540,42.01
541,28.07
542,34.96
543,26.8
544,45.67
545,51.8
546,39.22
547,41.04
548,36.34
549,34.28
550,32.37
551,26.72
552,35.7
553,28.95
554,33.96
555,44.47
556,44.06
557,37.17
558,45.74
559,52.37
560,48.75
561,57.53
562,53.54
563,63.07
564,39.88
565,37.39
566,44.35
567,40.33
568,38.64
569,44.44
570,47.59
571,57.1
572,42.38
573,37.2
574,33.1
575,35.19
576,41.88
577,32.44
578,37.07
579,41.13
580,45.91
581,41.53
582,50.98
583,49.16
584,64.47
585,75.84
586,50.38
587,48.5
588,42.37
589,45.49
590,42.25
591,47.83
592,52.01
593,53.14
594,60.9
595,51.67
596,45.9
597,36.62
598,38.17
599,36.1
600,31.76
601,38.3
602,34.0
603,38.31
604,28.89
605,38.87
606,40.35
607,41.95
608,54.49
609,53.29
610,57.36
611,46.95
612,35.79
613,41.94
614,38.67
615,38.56
616,30.23
617,40.65
618,42.52
619,38.71
620,52.2
621,33.91
622,31.4
623,29.99
624,-29.45
625,2.88
626,-16.41
627,-41.66
628,6.7
629,13.72
630,20.42
631,17.74
632,12.96
633,20.73
634,14.6
635,17.28
636,-2.4
637,13.83
638,3.79
639,5.2
640,8.17
641,18.45
642,23.69
643,17.52
644,15.51
645,9.45
646,-20.56
647,-4.35
648,8.7
649,18.26
650,16.15
651,19.28
652,18.95
653,25.0
654,28.96
655,32.45
656,36.1
657,38.18
658,32.98
659,26.41
660,32.95
661,25.37
662,27.97
663,20.97
664,26.49
665,22.09
666,30.54
667,27.7
668,29.15
669,23.78
670,16.54
671,16.46
672,-107.07
673,-44.46
674,-61.17
675,-28.47
676,-11.37
677,2.52
678,15.14
679,11.75
680,5.74
681,11.75
682,13.83
683,12.66
684,-0.89
685,-0.69
686,8.8
687,-5.73
688,18.44
689,16.94
690,9.77
691,-23.09
692,-14.17
693,-9.68
694,-107.79
695,-100.99
696,-9.51
697,7.32
698,-21.95
699,-5.9
700,-13.65
701,15.09
702,20.07
703,9.2
704,16.51
705,12.88
706,15.45
707,16.15
708,10.32
709,4.92
710,-40.88
711,16.21
712,20.36
713,14.55
714,21.08
715,20.48
716,7.01
717,19.2
718,7.76
719,-29.54
720,-4.35
721,-4.38
722,-46.42
723,18.53
724,5.38
725,24.52
726,16.69
727,23.75
728,23.28
729,24.97
730,19.09
731,21.84
732,9.27
733,13.26
734,0.2
735,0.36
736,16.6
737,15.08
738,26.35
739,15.62
740,23.67
741,14.13
742,0.25
743,-24.65
744,-22.0
745,-47.79
746,2.18
747,3.37
748,9.81
749,21.46
750,25.16
751,27.46
752,30.02
753,27.22
754,24.5
755,20.97
756,10.73
757,19.9
758,21.66
759,16.33
760,23.53
761,19.89
762,26.13
763,21.39
764,14.43
765,19.37
766,-5.57
767,-16.97
768,3.79
769,-23.77
770,8.97
771,-0.17
772,13.87
773,17.05
774,24.78
775,24.49
776,28.44
777,25.77
778,30.12
779,31.65
780,20.18
781,20.66
782,16.75
783,14.71
784,23.81
785,26.45
786,26.45
787,25.57
788,13.9
789,20.89
790,10.96
791,9.69
792,24.64
793,26.99
794,33.06
795,30.6
796,36.55
797,33.9
798,35.22
799,34.3
800,40.03
801,37.89
802,35.28
803,34.37
804,36.98
805,32.64
806,34.11
807,42.28
808,39.41
809,34.47
810,35.4
811,39.57
812,33.73
813,25.68
814,36.03
815,33.36
816,-0.44
817,13.61
818,17.75
819,22.68
820,18.98
821,23.69
822,30.36
823,27.47
824,26.57
825,35.48
826,34.15
827,14.91
828,17.53
829,25.2
830,14.07
831,12.68
832,24.48
833,24.97
834,30.75
835,27.92
836,22.86
837,20.21
838,3.2
839,15.95
840,-46.74
841,-10.76
842,-42.08
843,-3.51
844,-71.39
845,-24.06
846,29.57
847,13.55
848,17.33
849,14.99
850,18.83
851,12.69
852,19.35
853,6.98
854,10.67
855,-17.35
856,-9.11
857,13.72
858,14.01
859,3.25
860,4.27
861,-31.27
862,-17.49
863,-41.53
864,24.3
865,23.86
866,29.42
867,26.03
868,27.12
869,26.76
870,34.85
871,29.95
872,37.28
873,40.45
874,35.06
875,30.18
876,28.25
877,20.68
878,30.46
879,33.15
880,31.88
881,34.42
882,34.38
883,42.86
884,35.14
885,26.77
886,27.55
887,18.43
888,26.81
889,23.8
890,21.09
891,21.88
892,25.38
893,27.75
894,32.31
895,37.12
896,37.12
897,39.14
898,28.33
899,33.51
900,28.07
901,25.73
902,28.1
903,29.1
904,32.74
905,31.88
906,30.24
907,33.89
908,28.38
909,26.57
910,28.67
911,23.44
912,32.12
913,37.98
914,38.5
915,41.71
916,38.87
917,44.6
918,42.47
919,61.61
920,51.87
921,48.89
922,54.14
923,44.9
924,42.46
925,34.08
926,41.76
927,48.63
928,42.43
929,48.76
930,52.18
931,47.02
932,42.7
933,38.53
934,33.25
935,33.91
936,18.78
937,18.15
938,15.2
939,13.86
940,20.2
941,27.19
942,31.74
943,23.53
944,32.96
945,26.41
946,25.4
947,18.73
948,18.64
949,23.9
950,20.16
951,23.21
952,26.85
953,35.06
954,25.39
955,31.6
956,16.73
957,20.45
958,18.19
959,12.78
960,22.82
961,29.49
962,32.03
963,26.06
964,33.43
965,35.96
966,39.13
967,41.06
968,40.72
969,45.12
970,38.85
971,42.18
972,33.66
973,28.11
974,36.04
975,37.63
976,40.64
977,37.63
978,53.7
979,43.09
980,42.93
981,28.38
982,32.89
983,32.53
984,25.09
985,20.49
986,24.63
987,26.97
988,28.51
989,29.93
990,34.43
991,30.94
992,38.53
993,35.56
994,36.07
995,24.1
996,27.84
997,26.51
998,26.18
999,31.67
1000,37.11
1001,22.98
1002,33.57
1003,31.07
1004,22.32
1005,30.64
1006,9.59
1007,13.6
1008,8.81
1009,6.87
1010,19.42
1011,23.53
1012,9.78
1013,23.03
1014,29.11
1015,30.67
1016,35.39
1017,23.12
1018,20.81
1019,24.53
1020,18.99
1021,20.71
1022,22.26
1023,12.84
1024,29.57
1025,30.44
1026,22.79
1027,29.34
1028,12.72
1029,18.41
1030,8.86
1031,8.48
1032,32.3
1033,27.83
1034,33.76
1035,27.6
1036,39.6
1037,39.71
1038,44.34
1039,49.67
1040,46.06
1041,45.9
1042,38.05
1043,35.5
1044,39.93
1045,35.62
1046,38.31
1047,34.29
1048,38.33
1049,46.25
1050,43.88
1051,46.95
1052,47.67
1053,37.74
1054,33.98
1055,22.76
1056,24.49
1057,22.91
1058,27.0
1059,36.07
1060,30.65
1061,40.3
1062,43.25
1063,43.67
1064,53.14
1065,58.51
1066,39.37
1067,37.0
1068,37.22
1069,36.09
1070,36.01
1071,33.22
1072,40.15
1073,44.03
1074,41.94
1075,41.36
1076,43.31
1077,36.81
1078,35.39
1079,26.12
1080,19.23
1081,20.02
1082,23.73
1083,18.09
1084,26.72
1085,21.89
1086,34.41
1087,38.32
1088,35.03
1089,39.37
1090,28.31
1091,33.42
1092,28.41
1093,32.07
1094,29.17
1095,25.13
1096,34.8
1097,34.09
1098,26.34
1099,30.39
1100,28.56
1101,24.05
1102,25.85
1103,24.97
1104,28.4
1105,26.52
1106,31.71
1107,24.29
1108,26.27
1109,32.2
1110,35.55
1111,42.39
1112,38.38
1113,34.02
1114,32.59
1115,28.62
1116,34.98
1117,25.49
1118,23.59
1119,27.7
1120,33.32
1121,39.98
1122,33.07
1123,40.68
1124,43.56
1125,25.05
1126,27.86
1127,22.51
1128,13.82
1129,11.32
1130,2.61
1131,12.83
1132,20.52
1133,24.53
1134,29.51
1135,19.12
1136,30.02
1137,24.37
1138,25.29
1139,14.87
1140,16.87
1141,-18.81
1142,15.4
1143,21.95
1144,18.63
1145,29.19
1146,21.12
1147,21.44
1148,20.13
1149,17.79
1150,18.8
1151,20.23
1152,1.96
1153,15.12
1154,-4.78
1155,20.11
1156,0.69
1157,26.39
1158,29.22
1159,25.45
1160,30.92
1161,28.56
1162,23.5
1163,18.58
1164,23.4
1165,22.75
1166,19.42
1167,22.83
1168,20.08
1169,21.13
1170,24.9
1171,5.62
1172,14.16
1173,23.7
1174,10.51
1175,16.92
1176,16.64
1177,21.61
1178,11.86
1179,20.91
1180,28.72
1181,22.07
1182,27.76
1183,26.82
1184,30.43
1185,34.11
1186,32.5
1187,26.67
1188,25.38
1189,26.29
1190,22.61
1191,22.86
1192,27.72
1193,31.01
1194,31.72
1195,27.14
1196,25.86
1197,18.8
1198,21.32
1199,14.37
1200,19.64
1201,23.13
1202,33.53
1203,24.34
1204,26.97
1205,33.15
1206,29.52
1207,34.43
1208,36.02
1209,35.66
1210,37.05
1211,27.39
1212,38.83
1213,27.73
1214,27.27
1215,31.37
1216,37.89
1217,34.44
1218,35.63
1219,37.28
1220,31.88
1221,22.59
1222,22.54
1223,28.35
1224,3.73
1225,-0.83
1226,14.32
1227,14.52
1228,23.2
1229,23.63
1230,31.01
1231,35.75
1232,27.29
1233,28.04
1234,31.71
1235,31.4
1236,24.7
1237,25.11
1238,22.36
1239,21.55
1240,26.24
1241,30.06
1242,29.34
1243,29.64
1244,24.26
1245,20.25
1246,20.94
1247,22.68
1248,33.68
1249,27.65
1250,24.15
1251,33.11
1252,32.71
1253,30.38
1254,41.42
1255,36.07
1256,44.88
1257,44.93
1258,35.21
1259,39.63
1260,35.68
1261,31.68
1262,36.99
1263,35.49
1264,33.47
1265,46.44
1266,42.94
1267,38.0
1268,45.54
1269,28.18
1270,26.54
1271,34.25
1272,5.06
1273,19.0
1274,16.38
1275,5.31
1276,23.85
1277,27.27
1278,20.05
1279,33.78
1280,28.17
1281,28.45
1282,29.49
1283,30.52
1284,15.94
1285,20.62
1286,24.5
1287,26.88
1288,33.08
1289,28.3
1290,30.89
1291,25.51
1292,20.94
1293,16.99
1294,1.07
1295,0.07
1296,13.5
1297,19.93
1298,11.49
1299,17.6
1300,25.8
1301,20.6
1302,28.6
1303,34.45
1304,34.48
1305,34.35
1306,26.23
1307,33.15
1308,18.18
1309,20.87
1310,21.04
1311,20.07
1312,25.0
1313,35.8
1314,33.6
1315,34.6
1316,31.2
1317,18.8
1318,8.32
1319,-43.76
1320,-0.75
1321,0.14
1322,12.62
1323,-13.02
1324,16.5
1325,13.44
1326,27.29
1327,28.33
1328,30.5
1329,25.03
1330,22.69
1331,19.13
1332,23.08
1333,7.17
1334,4.46
1335,17.64
1336,21.94
1337,21.37
1338,27.76
1339,21.59
1340,22.06
1341,14.79
1342,-60.11
1343,-30.33
1344,24.51
1345,21.7
1346,23.31
1347,23.81
1348,24.0
1349,35.38
1350,36.52
1351,34.71
1352,35.1
1353,36.99
1354,32.26
1355,31.75
1356,27.47
1357,25.42
1358,28.15
1359,29.59
1360,31.44
1361,28.59
1362,36.41
1363,31.53
1364,32.14
1365,22.46
1366,26.73
1367,26.17
1368,25.74
1369,26.08
1370,24.21
1371,18.67
1372,27.92
1373,26.03
1374,35.83
1375,38.79
1376,39.06
1377,36.43
1378,29.17
1379,26.26
1380,33.27
1381,31.29
1382,27.94
1383,27.32
1384,38.6
1385,25.99
1386,32.34
1387,34.28
1388,30.8
1389,27.84
1390,29.96
1391,19.12
1392,26.36
1393,31.57
1394,35.37
1395,36.54
1396,34.53
1397,45.43
1398,45.11
1399,50.98
1400,40.27
1401,46.78
1402,43.31
1403,39.76
1404,40.79
1405,37.77
1406,38.85
1407,36.33
1408,45.78
1409,47.36
1410,64.84
1411,44.78
1412,36.22
1413,34.24
1414,34.66
1415,30.35
1416,33.88
1417,30.71
1418,29.15
1419,29.23
1420,30.39
1421,37.66
1422,35.98
1423,39.57
1424,42.73
1425,38.65
1426,43.98
1427,36.22
1428,36.03
1429,35.05
1430,36.71
1431,37.28
1432,36.57
1433,39.66
1434,49.18
1435,35.95
1436,36.49
1437,32.17
1438,27.43
1439,27.19
1440,33.06
1441,45.28
1442,33.7
1443,39.03
1444,39.46
1445,46.94
1446,49.55
1447,91.65
1448,56.27
1449,43.91
1450,65.16
1451,46.14
1452,43.26
1453,39.26
1454,47.47
1455,43.34
1456,41.16
1457,57.19
1458,57.16
1459,54.79
1460,42.99
1461,38.0
1462,39.28
1463,49.57
1464,13.13
1465,2.56
1466,21.71
1467,21.19
1468,18.29
1469,24.03
1470,32.67
1471,31.5
1472,23.22
1473,25.35
1474,26.69
1475,21.4
1476,29.54
1477,21.26
1478,36.08
1479,22.35
1480,21.96
1481,30.84
1482,27.63
1483,38.41
1484,17.48
1485,19.62
1486,-0.77
1487,13.67
1488,28.84
1489,28.52
1490,34.6
1491,33.2
1492,35.63
1493,35.33
1494,41.71
1495,45.59
1496,43.26
1497,42.97
1498,38.22
1499,35.31
1500,29.55
1501,31.68
1502,33.85
1503,40.25
1504,48.78
1505,41.46
1506,38.84
1507,46.93
1508,37.99
1509,37.23
1510,33.59
1511,28.11
1512,40.13
1513,41.51
1514,40.04
1515,45.51
1516,48.13
1517,55.68
1518,55.7
1519,67.62
1520,64.93
1521,62.4
1522,61.92
1523,77.27
1524,43.98
1525,50.21
1526,46.85
1527,48.41
1528,53.94
1529,73.83
1530,55.55
1531,61.77
1532,62.68
1533,42.54
1534,44.66
1535,44.23
1536,33.72
1537,31.44
1538,32.11
1539,32.43
1540,39.8
1541,42.53
1542,38.32
1543,51.21
1544,46.2
1545,45.23
1546,47.08
1547,31.28
1548,44.63
1549,31.92
1550,41.95
1551,43.18
1552,43.83
1553,42.63
1554,50.5
1555,49.9
1556,42.58
1557,34.85
1558,35.54
1559,24.45
1560,33.82
1561,35.44
1562,36.16
1563,42.88
1564,48.43
1565,40.94
1566,48.28
1567,44.19
1568,57.11
1569,50.7
1570,55.37
1571,38.48
1572,40.77
1573,41.97
1574,42.02
1575,34.79
1576,47.14
1577,36.82
1578,48.67
1579,54.61
1580,47.17
1581,45.09
1582,35.86
1583,36.43
1584,58.36
1585,59.85
1586,52.7
1587,53.59
1588,59.77
1589,62.54
1590,92.72
1591,81.48
1592,69.82
1593,90.92
1594,70.98
1595,76.38
1596,70.66
1597,59.36
1598,57.28
1599,63.25
1600,55.85
1601,74.84
1602,103.34
1603,83.03
1604,55.62
1605,59.17
1606,57.06
1607,45.93
1608,55.95
1609,52.4
1610,53.65
1611,54.16
1612,72.11
1613,62.73
1614,123.97
1615,104.13
1616,96.63
1617,111.09
1618,92.75
1619,138.48
1620,66.21
1621,70.09
1622,53.79
1623,64.67
1624,62.21
1625,133.86
1626,131.62
1627,76.58
1628,72.4
1629,51.33
1630,56.09
1631,44.44
1632,37.91
1633,31.38
1634,28.24
1635,39.66
1636,37.54
1637,49.44
1638,50.66
1639,42.01
1640,42.74
1641,43.53
1642,41.02
1643,38.17
1644,32.05
1645,36.85
1646,32.67
1647,32.78
1648,39.13
1649,42.85
1650,46.7
1651,49.25
1652,39.93
1653,37.67
1654,34.05
1655,38.6
1656,23.67
1657,25.5
1658,26.14
1659,13.59
1660,31.22
1661,27.12
1662,27.51
1663,33.82
1664,36.98
1665,39.38
1666,34.47
1667,29.7
1668,30.53
1669,34.44
1670,25.56
1671,24.9
1672,24.94
1673,29.53
1674,37.27
1675,23.66
1676,33.62
1677,31.71
1678,18.48
1679,19.06
1680,29.8
1681,40.87
1682,35.85
1683,37.36
1684,40.34
1685,43.57
1686,57.22
1687,42.24
1688,51.78
1689,49.7
1690,57.85
1691,41.24
1692,49.21
1693,46.61
1694,34.12
1695,39.99
1696,38.4
1697,59.52
1698,65.32
1699,48.01
1700,41.68
1701,42.11
1702,33.89
1703,33.99
1704,21.1
1705,17.33
1706,24.9
1707,29.61
1708,30.38
1709,30.78
1710,32.8
1711,33.89
1712,29.03
1713,34.83
1714,35.47
1715,33.2
1716,19.53
1717,28.48
1718,29.25
1719,36.96
1720,28.7
1721,33.6
1722,34.97
1723,30.14
1724,30.09
1725,19.41
1726,5.37
1727,11.03
1728,-14.32
1729,-35.93
1730,9.31
1731,-54.55
1732,15.2
1733,-1.9
1734,21.98
1735,23.08
1736,20.87
1737,23.31
1738,22.77
1739,17.86
1740,21.58
1741,25.47
1742,9.15
1743,-0.2
1744,19.13
1745,23.42
1746,20.33
1747,20.29
1748,24.74
1749,-1.86
1750,-0.34
1751,-31.84
1752,-26.59
1753,5.11
1754,11.14
1755,16.6
1756,14.93
1757,22.33
1758,18.02
1759,27.31
1760,27.75
1761,27.42
1762,26.3
1763,24.23
1764,17.98
1765,0.94
1766,22.95
1767,13.11
1768,18.78
1769,27.05
1770,25.89
1771,27.14
1772,26.42
1773,10.85
1774,-0.55
1775,-8.46
1776,17.51
1777,22.63
1778,21.29
1779,30.11
1780,26.83
1781,30.59
1782,27.02
1783,35.15
1784,38.26
1785,35.52
1786,33.9
1787,27.35
1788,32.01
1789,31.91
1790,24.79
1791,30.36
1792,37.01
1793,30.61
1794,33.04
1795,40.02
1796,27.3
1797,28.9
1798,13.82
1799,24.63
1800,29.13
1801,34.47
1802,27.74
1803,29.94
1804,33.8
1805,36.68
1806,39.13
1807,49.31
1808,43.33
1809,55.84
1810,47.85
1811,35.72
1812,34.75
1813,35.3
1814,34.98
1815,37.64
1816,36.83
1817,48.85
1818,46.77
1819,48.13
1820,36.74
1821,41.6
1822,37.21
1823,31.39
1824,6.21
1825,1.45
1826,17.15
1827,24.31
1828,14.56
1829,31.01
1830,34.6
1831,33.98
1832,35.62
1833,27.02
1834,31.79
1835,29.49
1836,25.77
1837,26.33
1838,28.84
1839,23.01
1840,28.22
1841,32.14
1842,34.62
1843,39.12
1844,26.2
1845,16.33
1846,26.36
1847,18.04
1848,39.69
1849,41.19
1850,42.91
1851,56.45
1852,44.69
1853,49.62
1854,61.62
1855,77.08
1856,65.6
1857,58.82
1858,59.27
1859,48.79
1860,43.78
1861,53.54
1862,43.21
1863,51.78
1864,50.21
1865,59.81
1866,59.21
1867,51.35
1868,49.6
1869,46.12
1870,41.58
1871,52.76
1872,25.88
1873,32.77
1874,34.77
1875,25.89
1876,35.86
1877,39.81
1878,55.61
1879,47.62
1880,41.81
1881,32.79
1882,37.54
1883,38.34
1884,33.94
1885,32.54
1886,36.46
1887,36.49
1888,41.92
1889,39.35
1890,49.22
1891,53.86
1892,39.95
1893,39.03
1894,35.57
1895,31.7
1896,33.25
1897,39.87
1898,40.32
1899,41.47
1900,42.22
1901,44.9
1902,48.69
1903,57.1
1904,61.6
1905,51.1
1906,45.66
1907,47.76
1908,59.04
1909,42.55
1910,45.21
1911,43.48
1912,50.54
1913,50.95
1914,51.19
1915,63.87
1916,42.5
1917,39.67
1918,34.76
1919,37.75
1920,44.84
1921,56.81
1922,50.88
1923,46.39
1924,64.4
1925,74.88
1926,108.1
1927,87.69
1928,84.64
1929,99.46
1930,70.92
1931,55.72
1932,55.77
1933,53.46
1934,63.1
1935,50.44
1936,55.35
1937,55.53
1938,90.33
1939,58.73
1940,66.25
1941,66.52
1942,52.63
1943,52.85
1944,57.62
1945,49.21
1946,46.81
1947,54.76
1948,55.22
1949,63.13
1950,67.15
1951,106.34
1952,116.83
1953,65.75
1954,58.19
1955,79.96
1956,99.26
1957,81.57
1958,53.87
1959,61.98
1960,64.37
1961,65.56
1962,76.26
1963,80.43
1964,69.54
1965,57.75
1966,50.5
1967,53.48
1968,48.22
1969,41.66
1970,45.37
1971,55.38
1972,51.19
1973,70.19
1974,74.13
1975,72.04
1976,74.15
1977,64.2
1978,50.29
1979,46.94
1980,40.74
1981,43.44
1982,51.4
1983,44.37
1984,45.13
1985,64.79
1986,58.09
1987,73.2
1988,51.72
1989,38.16
1990,51.6
1991,49.71
1992,39.53
1993,43.01
1994,50.83
1995,44.31
1996,49.14
1997,52.57
1998,80.28
1999,69.53
2000,65.07
2001,50.38
2002,55.28
2003,55.71
2004,43.54
2005,46.17
2006,44.93
2007,54.79
2008,49.58
2009,53.91
2010,91.76
2011,58.45
2012,55.46
2013,58.09
2014,43.06
2015,37.53
2016,41.8
2017,42.96
2018,39.22
2019,43.8
2020,49.51
2021,56.46
2022,55.21
2023,61.69
2024,63.2
2025,78.42
2026,52.1
2027,40.73
2028,45.62
2029,39.45
2030,45.02
2031,38.81
2032,55.36
2033,55.0
2034,54.56
2035,58.9
2036,49.3
2037,41.33
2038,40.12
2039,39.24
2040,37.49
2041,37.88
2042,36.01
2043,33.97
2044,46.37
2045,43.22
2046,44.97
2047,51.31
2048,47.23
2049,40.64
2050,40.34
2051,38.14
2052,37.75
2053,35.63
2054,39.84
2055,31.33
2056,39.22
2057,44.2
2058,44.61
2059,49.91
2060,36.25
2061,36.64
2062,41.05
2063,35.95
2064,31.17
2065,35.69
2066,40.14
2067,38.76
2068,41.99
2069,44.92
2070,51.4
2071,50.8
2072,38.91
2073,49.1
2074,44.05
2075,38.3
2076,42.56
2077,37.41
2078,41.4
2079,40.65
2080,48.34
2081,54.37
2082,56.71
2083,45.71
2084,47.74
2085,45.98
2086,40.67
2087,39.46
2088,33.15
2089,36.43
2090,29.43
2091,40.05
2092,44.13
2093,42.29
2094,52.43
2095,52.25
2096,73.03
2097,57.16
2098,47.28
2099,41.92
2100,33.72
2101,39.5
2102,44.2
2103,40.92
2104,43.08
2105,39.71
2106,48.05
2107,52.66
2108,42.7
2109,39.43
2110,40.68
2111,33.61
2112,32.06
2113,29.82
2114,25.08
2115,35.27
2116,39.69
2117,38.04
2118,46.05
2119,45.03
2120,47.71
2121,46.94
2122,37.6
2123,35.93
2124,40.39
2125,34.06
2126,41.86
2127,38.21
