product_id,zone,delivery_start,delivery_end,resolution
70,ZONE1,2025-01-03 22:00:00+00:00,2025-01-03 23:00:00+00:00,H
71,ZONE1,2025-01-03 23:00:00+00:00,2025-01-04 00:00:00+00:00,H
72,ZONE1,2025-01-04 00:00:00+00:00,2025-01-04 01:00:00+00:00,H
73,ZONE1,2025-01-04 01:00:00+00:00,2025-01-04 02:00:00+00:00,H
74,ZONE1,2025-01-04 02:00:00+00:00,2025-01-04 03:00:00+00:00,H
75,ZONE1,2025-01-04 03:00:00+00:00,2025-01-04 04:00:00+00:00,H
76,ZONE1,2025-01-04 04:00:00+00:00,2025-01-04 05:00:00+00:00,H
77,ZONE1,2025-01-04 05:00:00+00:00,2025-01-04 06:00:00+00:00,H
78,ZONE1,2025-01-04 06:00:00+00:00,2025-01-04 07:00:00+00:00,H
79,ZONE1,2025-01-04 07:00:00+00:00,2025-01-04 08:00:00+00:00,H
80,ZONE1,2025-01-04 08:00:00+00:00,2025-01-04 09:00:00+00:00,H
81,ZONE1,2025-01-04 09:00:00+00:00,2025-01-04 10:00:00+00:00,H
82,ZONE1,2025-01-04 10:00:00+00:00,2025-01-04 11:00:00+00:00,H
83,ZONE1,2025-01-04 11:00:00+00:00,2025-01-04 12:00:00+00:00,H
84,ZONE1,2025-01-04 12:00:00+00:00,2025-01-04 13:00:00+00:00,H
85,ZONE1,2025-01-04 13:00:00+00:00,2025-01-04 14:00:00+00:00,H
86,ZONE1,2025-01-04 14:00:00+00:00,2025-01-04 15:00:00+00:00,H
87,ZONE1,2025-01-04 15:00:00+00:00,2025-01-04 16:00:00+00:00,H
88,ZONE1,2025-01-04 16:00:00+00:00,2025-01-04 17:00:00+00:00,H
89,ZONE1,2025-01-04 17:00:00+00:00,2025-01-04 18:00:00+00:00,H
90,ZONE1,2025-01-04 18:00:00+00:00,2025-01-04 19:00:00+00:00,H
91,ZONE1,2025-01-04 19:00:00+00:00,2025-01-04 20:00:00+00:00,H
92,ZONE1,2025-01-04 20:00:00+00:00,2025-01-04 21:00:00+00:00,H
93,ZONE1,2025-01-04 21:00:00+00:00,2025-01-04 22:00:00+00:00,H
94,ZONE1,2025-01-04 22:00:00+00:00,2025-01-04 23:00:00+00:00,H
95,ZONE1,2025-01-04 23:00:00+00:00,2025-01-05 00:00:00+00:00,H
96,ZONE1,2025-01-05 00:00:00+00:00,2025-01-05 01:00:00+00:00,H
97,ZONE1,2025-01-05 01:00:00+00:00,2025-01-05 02:00:00+00:00,H
98,ZONE1,2025-01-05 02:00:00+00:00,2025-01-05 03:00:00+00:00,H
99,ZONE1,2025-01-05 03:00:00+00:00,2025-01-05 04:00:00+00:00,H
100,ZONE1,2025-01-05 04:00:00+00:00,2025-01-05 05:00:00+00:00,H
101,ZONE1,2025-01-05 05:00:00+00:00,2025-01-05 06:00:00+00:00,H
102,ZONE1,2025-01-05 06:00:00+00:00,2025-01-05 07:00:00+00:00,H
103,ZONE1,2025-01-05 07:00:00+00:00,2025-01-05 08:00:00+00:00,H
104,ZONE1,2025-01-05 08:00:00+00:00,2025-01-05 09:00:00+00:00,H
105,ZONE1,2025-01-05 09:00:00+00:00,2025-01-05 10:00:00+00:00,H
106,ZONE1,2025-01-05 10:00:00+00:00,2025-01-05 11:00:00+00:00,H
107,ZONE1,2025-01-05 11:00:00+00:00,2025-01-05 12:00:00+00:00,H
108,ZONE1,2025-01-05 12:00:00+00:00,2025-01-05 13:00:00+00:00,H
109,ZONE1,2025-01-05 13:00:00+00:00,2025-01-05 14:00:00+00:00,H
110,ZONE1,2025-01-05 14:00:00+00:00,2025-01-05 15:00:00+00:00,H
111,ZONE1,2025-01-05 15:00:00+00:00,2025-01-05 16:00:00+00:00,H
112,ZONE1,2025-01-05 16:00:00+00:00,2025-01-05 17:00:00+00:00,H
113,ZONE1,2025-01-05 17:00:00+00:00,2025-01-05 18:00:00+00:00,H
114,ZONE1,2025-01-05 18:00:00+00:00,2025-01-05 19:00:00+00:00,H
115,ZONE1,2025-01-05 19:00:00+00:00,2025-01-05 20:00:00+00:00,H
116,ZONE1,2025-01-05 20:00:00+00:00,2025-01-05 21:00:00+00:00,H
117,ZONE1,2025-01-05 21:00:00+00:00,2025-01-05 22:00:00+00:00,H
118,ZONE1,2025-01-05 22:00:00+00:00,2025-01-05 23:00:00+00:00,H
119,ZONE1,2025-01-05 23:00:00+00:00,2025-01-06 00:00:00+00:00,H
120,ZONE1,2025-01-06 00:00:00+00:00,2025-01-06 01:00:00+00:00,H
121,ZONE1,2025-01-06 01:00:00+00:00,2025-01-06 02:00:00+00:00,H
122,ZONE1,2025-01-06 02:00:00+00:00,2025-01-06 03:00:00+00:00,H
123,ZONE1,2025-01-06 03:00:00+00:00,2025-01-06 04:00:00+00:00,H
124,ZONE1,2025-01-06 04:00:00+00:00,2025-01-06 05:00:00+00:00,H
125,ZONE1,2025-01-06 05:00:00+00:00,2025-01-06 06:00:00+00:00,H
126,ZONE1,2025-01-06 06:00:00+00:00,2025-01-06 07:00:00+00:00,H
127,ZONE1,2025-01-06 07:00:00+00:00,2025-01-06 08:00:00+00:00,H
128,ZONE1,2025-01-06 08:00:00+00:00,2025-01-06 09:00:00+00:00,H
129,ZONE1,2025-01-06 09:00:00+00:00,2025-01-06 10:00:00+00:00,H
130,ZONE1,2025-01-06 10:00:00+00:00,2025-01-06 11:00:00+00:00,H
131,ZONE1,2025-01-06 11:00:00+00:00,2025-01-06 12:00:00+00:00,H
132,ZONE1,2025-01-06 12:00:00+00:00,2025-01-06 13:00:00+00:00,H
133,ZONE1,2025-01-06 13:00:00+00:00,2025-01-06 14:00:00+00:00,H
134,ZONE1,2025-01-06 14:00:00+00:00,2025-01-06 15:00:00+00:00,H
135,ZONE1,2025-01-06 15:00:00+00:00,2025-01-06 16:00:00+00:00,H
136,ZONE1,2025-01-06 16:00:00+00:00,2025-01-06 17:00:00+00:00,H
137,ZONE1,2025-01-06 17:00:00+00:00,2025-01-06 18:00:00+00:00,H
138,ZONE1,2025-01-06 18:00:00+00:00,2025-01-06 19:00:00+00:00,H
139,ZONE1,2025-01-06 19:00:00+00:00,2025-01-06 20:00:00+00:00,H
140,ZONE1,2025-01-06 20:00:00+00:00,2025-01-06 21:00:00+00:00,H
141,ZONE1,2025-01-06 21:00:00+00:00,2025-01-06 22:00:00+00:00,H
142,ZONE1,2025-01-06 22:00:00+00:00,2025-01-06 23:00:00+00:00,H
143,ZONE1,2025-01-06 23:00:00+00:00,2025-01-07 00:00:00+00:00,H
144,ZONE1,2025-01-07 00:00:00+00:00,2025-01-07 01:00:00+00:00,H
145,ZONE1,2025-01-07 01:00:00+00:00,2025-01-07 02:00:00+00:00,H
146,ZONE1,2025-01-07 02:00:00+00:00,2025-01-07 03:00:00+00:00,H
147,ZONE1,2025-01-07 03:00:00+00:00,2025-01-07 04:00:00+00:00,H
148,ZONE1,2025-01-07 04:00:00+00:00,2025-01-07 05:00:00+00:00,H
149,ZONE1,2025-01-07 05:00:00+00:00,2025-01-07 06:00:00+00:00,H
150,ZONE1,2025-01-07 06:00:00+00:00,2025-01-07 07:00:00+00:00,H
151,ZONE1,2025-01-07 07:00:00+00:00,2025-01-07 08:00:00+00:00,H
152,ZONE1,2025-01-07 08:00:00+00:00,2025-01-07 09:00:00+00:00,H
153,ZONE1,2025-01-07 09:00:00+00:00,2025-01-07 10:00:00+00:00,H
154,ZONE1,2025-01-07 10:00:00+00:00,2025-01-07 11:00:00+00:00,H
155,ZONE1,2025-01-07 11:00:00+00:00,2025-01-07 12:00:00+00:00,H
156,ZONE1,2025-01-07 12:00:00+00:00,2025-01-07 13:00:00+00:00,H
157,ZONE1,2025-01-07 13:00:00+00:00,2025-01-07 14:00:00+00:00,H
158,ZONE1,2025-01-07 14:00:00+00:00,2025-01-07 15:00:00+00:00,H
159,ZONE1,2025-01-07 15:00:00+00:00,2025-01-07 16:00:00+00:00,H
160,ZONE1,2025-01-07 16:00:00+00:00,2025-01-07 17:00:00+00:00,H
161,ZONE1,2025-01-07 17:00:00+00:00,2025-01-07 18:00:00+00:00,H
162,ZONE1,2025-01-07 18:00:00+00:00,2025-01-07 19:00:00+00:00,H
163,ZONE1,2025-01-07 19:00:00+00:00,2025-01-07 20:00:00+00:00,H
164,ZONE1,2025-01-07 20:00:00+00:00,2025-01-07 21:00:00+00:00,H
165,ZONE1,2025-01-07 21:00:00+00:00,2025-01-07 22:00:00+00:00,H
166,ZONE1,2025-01-07 22:00:00+00:00,2025-01-07 23:00:00+00:00,H
167,ZONE1,2025-01-07 23:00:00+00:00,2025-01-08 00:00:00+00:00,H
168,ZONE1,2025-01-08 00:00:00+00:00,2025-01-08 01:00:00+00:00,H
169,ZONE1,2025-01-08 01:00:00+00:00,2025-01-08 02:00:00+00:00,H
170,ZONE1,2025-01-08 02:00:00+00:00,2025-01-08 03:00:00+00:00,H
171,ZONE1,2025-01-08 03:00:00+00:00,2025-01-08 04:00:00+00:00,H
172,ZONE1,2025-01-08 04:00:00+00:00,2025-01-08 05:00:00+00:00,H
173,ZONE1,2025-01-08 05:00:00+00:00,2025-01-08 06:00:00+00:00,H
174,ZONE1,2025-01-08 06:00:00+00:00,2025-01-08 07:00:00+00:00,H
175,ZONE1,2025-01-08 07:00:00+00:00,2025-01-08 08:00:00+00:00,H
176,ZONE1,2025-01-08 08:00:00+00:00,2025-01-08 09:00:00+00:00,H
177,ZONE1,2025-01-08 09:00:00+00:00,2025-01-08 10:00:00+00:00,H
178,ZONE1,2025-01-08 10:00:00+00:00,2025-01-08 11:00:00+00:00,H
179,ZONE1,2025-01-08 11:00:00+00:00,2025-01-08 12:00:00+00:00,H
180,ZONE1,2025-01-08 12:00:00+00:00,2025-01-08 13:00:00+00:00,H
181,ZONE1,2025-01-08 13:00:00+00:00,2025-01-08 14:00:00+00:00,H
182,ZONE1,2025-01-08 14:00:00+00:00,2025-01-08 15:00:00+00:00,H
183,ZONE1,2025-01-08 15:00:00+00:00,2025-01-08 16:00:00+00:00,H
184,ZONE1,2025-01-08 16:00:00+00:00,2025-01-08 17:00:00+00:00,H
185,ZONE1,2025-01-08 17:00:00+00:00,2025-01-08 18:00:00+00:00,H
186,ZONE1,2025-01-08 18:00:00+00:00,2025-01-08 19:00:00+00:00,H
187,ZONE1,2025-01-08 19:00:00+00:00,2025-01-08 20:00:00+00:00,H
188,ZONE1,2025-01-08 20:00:00+00:00,2025-01-08 21:00:00+00:00,H
189,ZONE1,2025-01-08 21:00:00+00:00,2025-01-08 22:00:00+00:00,H
190,ZONE1,2025-01-08 22:00:00+00:00,2025-01-08 23:00:00+00:00,H
191,ZONE1,2025-01-08 23:00:00+00:00,2025-01-09 00:00:00+00:00,H
192,ZONE1,2025-01-09 00:00:00+00:00,2025-01-09 01:00:00+00:00,H
193,ZONE1,2025-01-09 01:00:00+00:00,2025-01-09 02:00:00+00:00,H
194,ZONE1,2025-01-09 02:00:00+00:00,2025-01-09 03:00:00+00:00,H
195,ZONE1,2025-01-09 03:00:00+00:00,2025-01-09 04:00:00+00:00,H
196,ZONE1,2025-01-09 04:00:00+00:00,2025-01-09 05:00:00+00:00,H
197,ZONE1,2025-01-09 05:00:00+00:00,2025-01-09 06:00:00+00:00,H
198,ZONE1,2025-01-09 06:00:00+00:00,2025-01-09 07:00:00+00:00,H
199,ZONE1,2025-01-09 07:00:00+00:00,2025-01-09 08:00:00+00:00,H
200,ZONE1,2025-01-09 08:00:00+00:00,2025-01-09 09:00:00+00:00,H
201,ZONE1,2025-01-09 09:00:00+00:00,2025-01-09 10:00:00+00:00,H
202,ZONE1,2025-01-09 10:00:00+00:00,2025-01-09 11:00:00+00:00,H
203,ZONE1,2025-01-09 11:00:00+00:00,2025-01-09 12:00:00+00:00,H
204,ZONE1,2025-01-09 12:00:00+00:00,2025-01-09 13:00:00+00:00,H
205,ZONE1,2025-01-09 13:00:00+00:00,2025-01-09 14:00:00+00:00,H
206,ZONE1,2025-01-09 14:00:00+00:00,2025-01-09 15:00:00+00:00,H
207,ZONE1,2025-01-09 15:00:00+00:00,2025-01-09 16:00:00+00:00,H
208,ZONE1,2025-01-09 16:00:00+00:00,2025-01-09 17:00:00+00:00,H
209,ZONE1,2025-01-09 17:00:00+00:00,2025-01-09 18:00:00+00:00,H
210,ZONE1,2025-01-09 18:00:00+00:00,2025-01-09 19:00:00+00:00,H
211,ZONE1,2025-01-09 19:00:00+00:00,2025-01-09 20:00:00+00:00,H
212,ZONE1,2025-01-09 20:00:00+00:00,2025-01-09 21:00:00+00:00,H
213,ZONE1,2025-01-09 21:00:00+00:00,2025-01-09 22:00:00+00:00,H
214,ZONE1,2025-01-09 22:00:00+00:00,2025-01-09 23:00:00+00:00,H
215,ZONE1,2025-01-09 23:00:00+00:00,2025-01-10 00:00:00+00:00,H
216,ZONE1,2025-01-10 00:00:00+00:00,2025-01-10 01:00:00+00:00,H
217,ZONE1,2025-01-10 01:00:00+00:00,2025-01-10 02:00:00+00:00,H
218,ZONE1,2025-01-10 02:00:00+00:00,2025-01-10 03:00:00+00:00,H
219,ZONE1,2025-01-10 03:00:00+00:00,2025-01-10 04:00:00+00:00,H
220,ZONE1,2025-01-10 04:00:00+00:00,2025-01-10 05:00:00+00:00,H
221,ZONE1,2025-01-10 05:00:00+00:00,2025-01-10 06:00:00+00:00,H
222,ZONE1,2025-01-10 06:00:00+00:00,2025-01-10 07:00:00+00:00,H
223,ZONE1,2025-01-10 07:00:00+00:00,2025-01-10 08:00:00+00:00,H
224,ZONE1,2025-01-10 08:00:00+00:00,2025-01-10 09:00:00+00:00,H
225,ZONE1,2025-01-10 09:00:00+00:00,2025-01-10 10:00:00+00:00,H
226,ZONE1,2025-01-10 10:00:00+00:00,2025-01-10 11:00:00+00:00,H
227,ZONE1,2025-01-10 11:00:00+00:00,2025-01-10 12:00:00+00:00,H
228,ZONE1,2025-01-10 12:00:00+00:00,2025-01-10 13:00:00+00:00,H
229,ZONE1,2025-01-10 13:00:00+00:00,2025-01-10 14:00:00+00:00,H
230,ZONE1,2025-01-10 14:00:00+00:00,2025-01-10 15:00:00+00:00,H
231,ZONE1,2025-01-10 15:00:00+00:00,2025-01-10 16:00:00+00:00,H
232,ZONE1,2025-01-10 16:00:00+00:00,2025-01-10 17:00:00+00:00,H
233,ZONE1,2025-01-10 17:00:00+00:00,2025-01-10 18:00:00+00:00,H
234,ZONE1,2025-01-10 18:00:00+00:00,2025-01-10 19:00:00+00:00,H
235,ZONE1,2025-01-10 19:00:00+00:00,2025-01-10 20:00:00+00:00,H
236,ZONE1,2025-01-10 20:00:00+00:00,2025-01-10 21:00:00+00:00,H
237,ZONE1,2025-01-10 21:00:00+00:00,2025-01-10 22:00:00+00:00,H
238,ZONE1,2025-01-10 22:00:00+00:00,2025-01-10 23:00:00+00:00,H
239,ZONE1,2025-01-10 23:00:00+00:00,2025-01-11 00:00:00+00:00,H
240,ZONE1,2025-01-11 00:00:00+00:00,2025-01-11 01:00:00+00:00,H
241,ZONE1,2025-01-11 01:00:00+00:00,2025-01-11 02:00:00+00:00,H
242,ZONE1,2025-01-11 02:00:00+00:00,2025-01-11 03:00:00+00:00,H
243,ZONE1,2025-01-11 03:00:00+00:00,2025-01-11 04:00:00+00:00,H
244,ZONE1,2025-01-11 04:00:00+00:00,2025-01-11 05:00:00+00:00,H
245,ZONE1,2025-01-11 05:00:00+00:00,2025-01-11 06:00:00+00:00,H
246,ZONE1,2025-01-11 06:00:00+00:00,2025-01-11 07:00:00+00:00,H
247,ZONE1,2025-01-11 07:00:00+00:00,2025-01-11 08:00:00+00:00,H
248,ZONE1,2025-01-11 08:00:00+00:00,2025-01-11 09:00:00+00:00,H
249,ZONE1,2025-01-11 09:00:00+00:00,2025-01-11 10:00:00+00:00,H
250,ZONE1,2025-01-11 10:00:00+00:00,2025-01-11 11:00:00+00:00,H
251,ZONE1,2025-01-11 11:00:00+00:00,2025-01-11 12:00:00+00:00,H
252,ZONE1,2025-01-11 12:00:00+00:00,2025-01-11 13:00:00+00:00,H
253,ZONE1,2025-01-11 13:00:00+00:00,2025-01-11 14:00:00+00:00,H
254,ZONE1,2025-01-11 14:00:00+00:00,2025-01-11 15:00:00+00:00,H
255,ZONE1,2025-01-11 15:00:00+00:00,2025-01-11 16:00:00+00:00,H
256,ZONE1,2025-01-11 16:00:00+00:00,2025-01-11 17:00:00+00:00,H
257,ZONE1,2025-01-11 17:00:00+00:00,2025-01-11 18:00:00+00:00,H
258,ZONE1,2025-01-11 18:00:00+00:00,2025-01-11 19:00:00+00:00,H
259,ZONE1,2025-01-11 19:00:00+00:00,2025-01-11 20:00:00+00:00,H
260,ZONE1,2025-01-11 20:00:00+00:00,2025-01-11 21:00:00+00:00,H
261,ZONE1,2025-01-11 21:00:00+00:00,2025-01-11 22:00:00+00:00,H
262,ZONE1,2025-01-11 22:00:00+00:00,2025-01-11 23:00:00+00:00,H
263,ZONE1,2025-01-11 23:00:00+00:00,2025-01-12 00:00:00+00:00,H
264,ZONE1,2025-01-12 00:00:00+00:00,2025-01-12 01:00:00+00:00,H
265,ZONE1,2025-01-12 01:00:00+00:00,2025-01-12 02:00:00+00:00,H
266,ZONE1,2025-01-12 02:00:00+00:00,2025-01-12 03:00:00+00:00,H
267,ZONE1,2025-01-12 03:00:00+00:00,2025-01-12 04:00:00+00:00,H
268,ZONE1,2025-01-12 04:00:00+00:00,2025-01-12 05:00:00+00:00,H
269,ZONE1,2025-01-12 05:00:00+00:00,2025-01-12 06:00:00+00:00,H
270,ZONE1,2025-01-12 06:00:00+00:00,2025-01-12 07:00:00+00:00,H
271,ZONE1,2025-01-12 07:00:00+00:00,2025-01-12 08:00:00+00:00,H
272,ZONE1,2025-01-12 08:00:00+00:00,2025-01-12 09:00:00+00:00,H
273,ZONE1,2025-01-12 09:00:00+00:00,2025-01-12 10:00:00+00:00,H
274,ZONE1,2025-01-12 10:00:00+00:00,2025-01-12 11:00:00+00:00,H
275,ZONE1,2025-01-12 11:00:00+00:00,2025-01-12 12:00:00+00:00,H
276,ZONE1,2025-01-12 12:00:00+00:00,2025-01-12 13:00:00+00:00,H
277,ZONE1,2025-01-12 13:00:00+00:00,2025-01-12 14:00:00+00:00,H
278,ZONE1,2025-01-12 14:00:00+00:00,2025-01-12 15:00:00+00:00,H
279,ZONE1,2025-01-12 15:00:00+00:00,2025-01-12 16:00:00+00:00,H
280,ZONE1,2025-01-12 16:00:00+00:00,2025-01-12 17:00:00+00:00,H
281,ZONE1,2025-01-12 17:00:00+00:00,2025-01-12 18:00:00+00:00,H
282,ZONE1,2025-01-12 18:00:00+00:00,2025-01-12 19:00:00+00:00,H
283,ZONE1,2025-01-12 19:00:00+00:00,2025-01-12 20:00:00+00:00,H
284,ZONE1,2025-01-12 20:00:00+00:00,2025-01-12 21:00:00+00:00,H
285,ZONE1,2025-01-12 21:00:00+00:00,2025-01-12 22:00:00+00:00,H
286,ZONE1,2025-01-12 22:00:00+00:00,2025-01-12 23:00:00+00:00,H
287,ZONE1,2025-01-12 23:00:00+00:00,2025-01-13 00:00:00+00:00,H
288,ZONE1,2025-01-13 00:00:00+00:00,2025-01-13 01:00:00+00:00,H
289,ZONE1,2025-01-13 01:00:00+00:00,2025-01-13 02:00:00+00:00,H
290,ZONE1,2025-01-13 02:00:00+00:00,2025-01-13 03:00:00+00:00,H
291,ZONE1,2025-01-13 03:00:00+00:00,2025-01-13 04:00:00+00:00,H
292,ZONE1,2025-01-13 04:00:00+00:00,2025-01-13 05:00:00+00:00,H
293,ZONE1,2025-01-13 05:00:00+00:00,2025-01-13 06:00:00+00:00,H
294,ZONE1,2025-01-13 06:00:00+00:00,2025-01-13 07:00:00+00:00,H
295,ZONE1,2025-01-13 07:00:00+00:00,2025-01-13 08:00:00+00:00,H
296,ZONE1,2025-01-13 08:00:00+00:00,2025-01-13 09:00:00+00:00,H
297,ZONE1,2025-01-13 09:00:00+00:00,2025-01-13 10:00:00+00:00,H
298,ZONE1,2025-01-13 10:00:00+00:00,2025-01-13 11:00:00+00:00,H
299,ZONE1,2025-01-13 11:00:00+00:00,2025-01-13 12:00:00+00:00,H
300,ZONE1,2025-01-13 12:00:00+00:00,2025-01-13 13:00:00+00:00,H
301,ZONE1,2025-01-13 13:00:00+00:00,2025-01-13 14:00:00+00:00,H
302,ZONE1,2025-01-13 14:00:00+00:00,2025-01-13 15:00:00+00:00,H
303,ZONE1,2025-01-13 15:00:00+00:00,2025-01-13 16:00:00+00:00,H
304,ZONE1,2025-01-13 16:00:00+00:00,2025-01-13 17:00:00+00:00,H
305,ZONE1,2025-01-13 17:00:00+00:00,2025-01-13 18:00:00+00:00,H
306,ZONE1,2025-01-13 18:00:00+00:00,2025-01-13 19:00:00+00:00,H
307,ZONE1,2025-01-13 19:00:00+00:00,2025-01-13 20:00:00+00:00,H
308,ZONE1,2025-01-13 20:00:00+00:00,2025-01-13 21:00:00+00:00,H
309,ZONE1,2025-01-13 21:00:00+00:00,2025-01-13 22:00:00+00:00,H
310,ZONE1,2025-01-13 22:00:00+00:00,2025-01-13 23:00:00+00:00,H
311,ZONE1,2025-01-13 23:00:00+00:00,2025-01-14 00:00:00+00:00,H
312,ZONE1,2025-01-14 00:00:00+00:00,2025-01-14 01:00:00+00:00,H
313,ZONE1,2025-01-14 01:00:00+00:00,2025-01-14 02:00:00+00:00,H
314,ZONE1,2025-01-14 02:00:00+00:00,2025-01-14 03:00:00+00:00,H
315,ZONE1,2025-01-14 03:00:00+00:00,2025-01-14 04:00:00+00:00,H
316,ZONE1,2025-01-14 04:00:00+00:00,2025-01-14 05:00:00+00:00,H
